,primary_city,latitude,longitude
9215,Leonardsville,42.8,-75.25
9216,Leonardtown,38.29,-76.64
9217,Leonardville,39.36,-96.85
9218,Leonia,40.86,-73.99
9219,Leonidas,42.03,-85.35
9220,Leonore,41.18,-88.98
9221,Leonville,30.46,-91.98
9222,Leopold,38.1,-86.58
9223,Leopolis,44.76,-88.83
9224,Leota,43.8,-95.99
9225,Leoti,38.48,-101.35
9226,Lepanto,35.6,-90.33
9227,Lequire,35.1,-95.1
9228,Le Raysville,41.83,-76.18
9229,Lerna,39.41,-88.28
9230,Lerona,37.5,-80.98
9231,Leroy,44.03,-85.41
9232,Le Roy,43.51,-92.5
9233,Lesage,38.48,-82.3
9234,Leslie,42.45,-84.43
9235,Lester,43.43,-96.33
9236,Lester Prairie,44.88,-94.03
9237,Lesterville,43.03,-97.59
9238,Le Sueur,44.46,-93.9
9239,Letart,38.88,-81.97
9240,Letcher,43.89,-98.14
9241,Letha,43.91,-116.66
9242,Letohatchee,32.08,-86.51
9243,Letona,35.36,-91.83
9244,Letts,41.33,-91.23
9245,Lettsworth,30.93,-91.7
9246,Leupp,35.41,-111.02
9247,Levan,39.52,-111.88
9248,Levant,44.86,-68.93
9249,Levasy,39.13,-94.13
9250,Levelland,33.57,-102.36
9251,Levelock,58.95,-156.48
9252,Levels,39.48,-78.55
9253,Leverett,42.45,-72.5
9254,Levering,45.63,-84.76
9255,Levittown,40.72,-73.51
9256,Lewellen,41.33,-102.14
9257,Lewes,38.76,-75.17
9258,Lewis,44.27,-73.57
9259,Lewisberry,40.13,-76.86
9260,Lewisburg,40.96,-76.89
9261,Lewis Center,40.18,-82.99
9262,Lewisport,37.93,-86.9
9263,Lewis Run,41.87,-78.66
9264,Lewiston,46.16,-116.92
9265,Lewiston Woodville,36.11,-77.17
9266,Lewistown,47.01,-109.34
9267,Lewisville,43.92,-94.43
9268,Lexa,34.59,-90.75
9269,Lexington,45.57,-119.6
9270,Lexington Park,38.26,-76.44
9271,Libby,48.32,-115.36
9272,Liberal,37.55,-94.51
9273,Liberty,44.38,-69.3
9274,Liberty Center,41.44,-84.0
9275,Liberty Corner,40.68,-74.56
9276,Liberty Hill,34.47,-80.8
9277,Liberty Lake,47.63,-117.09
9278,Liberty Mills,41.02,-85.7
9279,Libertytown,39.48,-77.24
9280,Libertyville,42.28,-87.96
9281,Libuse,31.36,-92.4
9282,Lick Creek,37.34,-82.32
9283,Licking,37.49,-91.86
9284,Lickingville,41.37,-79.37
9285,Lidderdale,42.12,-94.78
9286,Lidgerwood,46.07,-97.14
9287,Liebenthal,38.65,-99.32
9288,Light,36.07,-90.74
9289,Lightfoot,37.34,-76.75
9290,Lightstreet,41.03,-76.41
9291,Lignite,48.87,-102.56
9292,Lignum,38.41,-77.82
9293,Ligonier,41.46,-85.59
9294,Liguori,38.33,-90.43
9295,Lihue,21.97,-159.35
9296,Likely,41.29,-120.44
9297,Lilbourn,36.59,-89.61
9298,Lilburn,33.88,-84.13
9299,Lilesville,34.96,-79.98
9300,Lillian,32.42,-97.2
9301,Lillie,32.92,-92.66
9302,Lillington,35.39,-78.81
9303,Lilliwaup,47.52,-123.06
9304,Lilly,40.42,-78.62
9305,Lily,37.02,-84.07
9306,Lily Dale,42.35,-79.34
9307,Lima,44.61,-112.27
9308,Limaville,40.98,-81.14
9309,Limekiln,40.35,-75.78
9310,Limeport,40.5,-75.44
9311,Limerick,44.03,-76.01
9312,Lime Ridge,43.46,-90.15
9313,Lime Springs,43.45,-92.28
9314,Limestone,46.91,-67.83
9315,Limington,43.73,-70.71
9316,Limon,39.26,-103.68
9317,Linch,43.61,-106.2
9318,Lincoln,47.83,-118.46
9319,Lincoln Acres,32.66,-117.07
9320,Lincoln City,44.94,-123.94
9321,Lincolndale,41.3,-73.71
9322,Lincoln Park,42.24,-83.18
9323,Lincolnshire,42.19,-87.91
9324,Lincolns New Salem,40.04,-89.85
9325,Lincolnton,35.47,-81.24
9326,Lincoln University,39.78,-75.88
9327,Lincolnville,44.28,-69.0
9328,Lincolnville Center,44.3,-69.07
9329,Lincolnwood,42.0,-87.73
9330,Lincroft,40.34,-74.12
9331,Lind,46.9,-118.68
9332,Lindale,34.18,-85.18
9333,Linden,42.91,-90.27
9334,Lindenhurst,40.68,-73.37
9335,Lindenwood,42.03,-89.02
9336,Lindley,42.02,-77.14
9337,Lindon,40.32,-111.74
9338,Lindrith,36.3,-107.04
9339,Lindsay,47.28,-105.18
9340,Lindsborg,38.57,-97.67
9341,Lindsey,41.42,-83.22
9342,Lindside,37.45,-80.66
9343,Lindstrom,45.38,-92.84
9344,Lineboro,39.71,-76.84
9345,Linefork,37.02,-82.95
9346,Line Lexington,40.29,-75.25
9347,Linesville,41.65,-80.42
9348,Lineville,40.58,-93.52
9349,Lingle,42.13,-104.34
9350,Lingleville,32.26,-98.36
9351,Lingo,33.78,-103.11
9352,Linkwood,38.54,-75.94
9353,Linn,39.67,-97.08
9354,Linn Creek,38.04,-92.7
9355,Linneus,39.87,-93.18
9356,Linn Grove,42.89,-95.24
9357,Linthicum Heights,39.2,-76.66
9358,Linton,46.26,-100.23
9359,Linville,38.52,-78.83
9360,Linville Falls,35.94,-81.88
9361,Linwood,43.73,-83.97
9362,Lionville,40.04,-75.62
9363,Lipan,32.51,-98.04
9364,Lipscomb,36.23,-100.27
9365,Lisbon,46.43,-97.68
9366,Lisbon Falls,44.0,-70.05
9367,Lisco,41.5,-102.62
9368,Liscomb,42.19,-93.0
9369,Lisle,42.35,-76.0
9370,Lisman,32.16,-88.28
9371,Lismore,43.74,-95.94
9372,Lissie,29.57,-96.2
9373,Listie,40.04,-79.12
9374,Litchfield,45.11,-94.52
9375,Litchfield Park,33.51,-112.36
9376,Litchville,46.65,-98.19
9377,Literberry,39.85,-90.2
9378,Lithia,27.85,-82.17
9379,Lithia Springs,33.77,-84.64
9380,Lithonia,33.71,-84.1
9381,Lithopolis,39.8,-82.81
9382,Lititz,40.15,-76.3
9383,Littcarr,37.24,-82.94
9384,Little America,41.55,-109.86
9385,Little Birch,38.57,-80.7
9386,Little Cedar,43.38,-92.73
9387,Little Chute,44.28,-88.31
9388,Little Compton,41.5,-71.16
9389,Little Creek,39.16,-75.44
9390,Little Deer Isle,44.28,-68.71
9391,Little Eagle,45.68,-100.79
9392,Little Elm,33.16,-96.93
9393,Little Falls,45.97,-94.36
9394,Little Ferry,40.84,-74.03
9395,Littlefield,36.9,-113.94
9396,Littlefork,48.39,-93.55
9397,Little Genesee,42.02,-78.23
9398,Little Hocking,39.29,-81.73
9399,Little Lake,46.28,-87.33
9400,Little Meadows,41.99,-76.13
9401,Little Mountain,34.19,-81.41
9402,Little Neck,40.76,-73.74
9403,Little Orleans,39.62,-78.38
9404,Little Plymouth,37.62,-76.79
9405,Little River,39.25,-123.73
9406,Little River Academy,30.97,-97.37
9407,Littlerock,46.9,-123.02
9408,Little Rock,43.44,-95.88
9409,Little Rock Air Force Base,34.88,-92.16
9410,Little Silver,40.33,-74.03
9411,Little Sioux,41.8,-96.02
9412,Littlestown,39.74,-77.08
9413,Little Suamico,44.71,-88.01
9414,Little Switzerland,35.83,-82.02
9415,Littleton,44.31,-71.76
9416,Little Valley,42.24,-78.79
9417,Little York,42.69,-76.16
9418,Lively,37.77,-76.51
9419,Live Oak,39.23,-121.78
9420,Livermore,44.33,-70.24
9421,Livermore Falls,44.47,-70.18
9422,Liverpool,43.1,-76.21
9423,Livingston,45.7,-110.53
9424,Livingston Manor,41.89,-74.82
9425,Livonia,42.82,-77.66
9426,Livonia Center,42.81,-77.65
9427,Lizella,32.76,-83.86
9428,Lizemores,38.33,-81.16
9429,Lizton,39.88,-86.54
9430,Llano,36.14,-105.68
9431,Llewellyn,40.66,-76.26
9432,Lloyd,48.02,-109.21
9433,Loa,38.4,-111.58
9434,Loachapoka,32.6,-85.59
9435,Loami,39.67,-89.84
9436,Lobeco,32.55,-80.74
9437,Lobelville,35.75,-87.79
9438,Lochgelly,38.03,-81.07
9439,Lochloosa,29.51,-82.1
9440,Lochmere,43.47,-71.56
9441,Loch Sheldrake,41.77,-74.65
9442,Lockbourne,39.8,-82.97
9443,Locke,42.66,-76.43
9444,Lockeford,38.17,-121.13
9445,Lockesburg,33.97,-94.17
9446,Lockhart,34.79,-81.46
9447,Lock Haven,41.13,-77.45
9448,Lockney,34.12,-101.44
9449,Lockport,43.16,-78.69
9450,Lockridge,40.99,-91.74
9451,Lock Springs,39.84,-93.77
9452,Lockwood,42.09,-76.55
9453,Loco,34.32,-97.68
9454,Loco Hills,32.81,-103.97
9455,Locust,35.25,-80.43
9456,Locustdale,40.77,-76.37
9457,Locust Dale,38.33,-78.11
9458,Locust Fork,33.9,-86.62
9459,Locust Gap,40.79,-76.43
9460,Locust Grove,38.33,-77.79
9461,Locust Hill,37.59,-76.5
9462,Locust Valley,40.88,-73.58
9463,Locustville,37.65,-75.67
9464,Loda,40.51,-88.07
9465,Lodge,33.06,-80.95
9466,Lodge Grass,45.22,-107.42
9467,Lodgepole,45.8,-102.66
9468,Lodi,43.31,-89.53
9469,Logan,41.85,-111.7
9470,Logandale,36.64,-114.46
9471,Logansport,40.75,-86.35
9472,Loganton,41.03,-77.3
9473,Loganville,43.43,-90.03
9474,Log Lane Village,40.27,-103.82
9475,Logsden,44.74,-123.8
9476,Lohman,38.54,-92.36
9477,Lohn,31.32,-99.4
9478,Lohrville,42.26,-94.55
9479,Loiza,18.43,-65.88
9480,Loleta,40.68,-124.22
9481,Lolita,28.81,-96.44
9482,Lolo,46.73,-114.36
9483,Loma,48.05,-110.45
9484,Loma Linda,34.05,-117.26
9485,Loma Mar,37.27,-122.26
9486,Loman,48.51,-93.8
9487,Lomax,40.67,-91.07
9488,Lombard,41.87,-88.01
9489,Lometa,31.21,-98.39
9490,Lomira,43.58,-88.44
9491,Lomita,33.79,-118.31
9492,Lompoc,34.77,-120.53
9493,Lonaconing,39.56,-78.97
9494,London,39.88,-83.44
9495,Londonderry,43.22,-72.8
9496,London Mills,40.71,-90.26
9497,Lone,37.53,-83.6
9498,Lonedell,38.3,-90.82
9499,Lone Grove,34.18,-97.27
9500,Lone Jack,38.87,-94.16
9501,Lone Mountain,36.38,-83.58
9502,Lone Oak,32.99,-95.94
9503,Lonepine,47.7,-114.64
9504,Lone Pine,36.56,-118.18
9505,Lone Rock,43.22,-94.32
9506,Lone Star,32.93,-94.7
9507,Lonetree,41.03,-110.14
9508,Lone Tree,41.48,-91.42
9509,Lone Wolf,34.99,-99.24
9510,Long Barn,38.12,-120.08
9511,Long Beach,46.39,-124.03
9512,Longboat Key,27.37,-82.62
9513,Long Bottom,39.08,-81.87
9514,Longbranch,47.2,-122.76
9515,Long Branch,40.29,-73.98
9516,Long Creek,44.8,-119.13
9517,Longdale,36.13,-98.55
9518,Long Eddy,41.85,-75.13
9519,Longford,39.17,-97.32
9520,Long Green,39.47,-76.52
9521,Long Grove,41.69,-90.58
9522,Long Island,43.69,-70.15
9523,Long Island City,40.74,-73.93
9524,Long Key,24.82,-80.81
9525,Long Lake,45.83,-88.66
9526,Long Lane,37.61,-92.9
9527,Longleaf,31.0,-92.51
9528,Longmeadow,42.04,-72.57
9529,Longmire,46.75,-121.81
9530,Longmont,40.17,-105.11
9531,Long Pine,42.53,-99.7
9532,Long Point,41.0,-88.89
9533,Long Pond,41.05,-75.44
9534,Longport,39.31,-74.52
9535,Long Prairie,45.97,-94.86
9536,Longs,33.93,-78.73
9537,Longstreet,32.09,-93.95
9538,Longton,37.37,-96.08
9539,Long Valley,43.46,-101.49
9540,Longview,46.19,-123.05
9541,Longville,46.98,-94.21
9542,Longwood,34.0,-78.54
9543,Lonoke,34.78,-91.89
9544,Lonsdale,44.47,-93.42
9545,Loogootee,38.91,-88.87
9546,Lookeba,35.36,-98.36
9547,Lookout,41.3,-121.1
9548,Lookout Mountain,34.99,-85.35
9549,Loomis,48.87,-119.73
9550,Looneyville,38.66,-81.29
9551,Loon Lake,48.09,-117.58
9552,Loop,32.92,-102.42
9553,Loose Creek,38.5,-91.95
9554,Lopeno,26.72,-99.1
9555,Lopez,41.45,-76.29
9556,Lopez Island,48.49,-122.87
9557,Lorado,37.79,-81.7
9558,Lorain,41.44,-82.18
9559,Loraine,40.15,-91.22
9560,Lorane,43.82,-123.21
9561,Loranger,30.57,-90.34
9562,Lordsburg,32.34,-108.7
9563,Loreauville,30.05,-91.73
9564,Lore City,39.98,-81.45
9565,Lorena,31.38,-97.21
9566,Lorentz,38.99,-80.29
9567,Lorenzo,33.67,-101.53
9568,Loretto,45.77,-87.81
9569,Lorida,27.45,-81.26
9570,Lorimor,41.12,-94.05
9571,Loring,48.82,-108.0
9572,Loris,34.05,-78.89
9573,Lorman,31.81,-91.19
9574,Lorraine,43.74,-75.85
9575,Lorton,40.59,-96.03
9576,Los Alamitos,33.8,-118.07
9577,Los Alamos,35.89,-106.28
9578,Los Altos,37.37,-122.11
9579,Los Angeles,34.13,-118.33
9580,Losantville,40.02,-85.18
9581,Los Banos,36.9,-121.02
9582,Los Ebanos,26.33,-98.46
9583,Los Fresnos,26.07,-97.47
9584,Los Gatos,37.23,-121.95
9585,Los Indios,26.1,-97.65
9586,Los Lunas,34.81,-106.73
9587,Los Molinos,40.05,-122.07
9588,Los Ojos,36.72,-106.56
9589,Los Olivos,34.71,-120.01
9590,Los Osos,35.31,-120.83
9591,Lostant,41.14,-89.06
9592,Lost City,38.92,-78.83
9593,Lost Creek,40.81,-76.22
9594,Lost Hills,35.61,-119.9
9595,Lostine,45.37,-117.52
9596,Lost Nation,41.96,-90.81
9597,Lost Springs,42.76,-104.92
9598,Lothair,48.53,-112.15
9599,Lothian,38.8,-76.65
9600,Lott,31.2,-97.03
9601,Lottie,30.55,-91.64
9602,Lottsburg,37.96,-76.51
9603,Lotus,38.81,-120.93
9604,Louann,33.39,-92.79
9605,Loudon,43.28,-71.46
9606,Loudonville,40.63,-82.23
9607,Loughman,28.23,-81.57
9608,Louin,32.07,-89.26
9609,Louisa,38.1,-82.6
9610,Louisburg,38.62,-94.68
9611,Louise,32.98,-90.59
9612,Louisiana,39.44,-91.05
9613,Louisville,40.99,-96.16
9614,Loup City,41.27,-98.96
9615,Louvale,32.16,-84.81
9616,Louviers,39.47,-105.0
9617,Lovejoy,38.65,-90.16
9618,Lovelaceville,36.96,-88.83
9619,Lovelady,31.12,-95.44
9620,Loveland,40.41,-105.07
9621,Lovell,44.83,-108.39
9622,Lovelock,40.32,-118.2
9623,Lovely,37.82,-82.45
9624,Loves Park,42.33,-89.01
9625,Lovettsville,39.27,-77.63
9626,Loveville,38.35,-76.67
9627,Lovilia,41.13,-92.9
9628,Loving,33.27,-98.48
9629,Lovingston,37.77,-78.88
9630,Lovington,39.71,-88.63
9631,Lowake,31.56,-100.07
9632,Lowber,40.23,-79.71
9633,Lowden,41.85,-90.92
9634,Lowder,39.55,-89.85
9635,Lowell,44.8,-72.45
9636,Lowellville,41.04,-80.54
9637,Lower Brule,44.07,-99.58
9638,Lower Kalskag,61.51,-160.36
9639,Lower Lake,38.88,-122.55
9640,Lower Peach Tree,31.84,-87.54
9641,Lower Salem,39.56,-81.39
9642,Lower Waterford,44.35,-71.92
9643,Lowes,36.88,-88.77
9644,Lowgap,36.49,-80.81
9645,Lowland,36.15,-83.2
9646,Lowman,44.14,-115.32
9647,Lowmansville,37.91,-82.71
9648,Low Moor,41.8,-90.35
9649,Lowndes,37.13,-90.25
9650,Lowndesboro,32.27,-86.61
9651,Lowndesville,34.21,-82.64
9652,Lowpoint,40.87,-89.38
9653,Lowry,45.7,-95.51
9654,Lowry City,38.14,-93.72
9655,Lowville,43.78,-75.48
9656,Loxahatchee,26.78,-80.43
9657,Loxley,30.62,-87.75
9658,Loyal,44.73,-90.49
9659,Loyalhanna,40.3,-79.34
9660,Loyall,36.85,-83.35
9661,Loyalton,39.63,-120.21
9662,Loysburg,40.17,-78.37
9663,Loysville,40.38,-77.33
9664,Lozano,26.1,-97.47
9665,Luana,43.06,-91.45
9666,Lubbock,33.57,-101.87
9667,Lubec,44.79,-67.11
9668,Lublin,45.07,-90.72
9669,Lucama,35.64,-78.0
9670,Lucan,44.4,-95.41
9671,Lucas,41.03,-93.46
9672,Lucasville,38.87,-82.99
9673,Lucedale,30.92,-88.59
9674,Lucerne,40.86,-86.41
9675,Lucernemines,40.55,-79.15
9676,Lucerne Valley,34.52,-116.88
9677,Lucien,36.28,-97.45
9678,Lucile,45.54,-116.24
9679,Lucinda,41.31,-79.38
9680,Luck,45.57,-92.46
9681,Luckey,41.45,-83.48
9682,Ludell,39.85,-100.96
9683,Ludington,43.95,-86.44
9684,Ludlow,45.83,-103.38
9685,Ludlow Falls,39.99,-84.33
9686,Ludowici,31.71,-81.74
9687,Luebbering,38.26,-90.79
9688,Lueders,32.79,-99.62
9689,Lufkin,31.33,-94.72
9690,Lugoff,34.22,-80.68
9691,Lukachukai,36.45,-109.27
9692,Luke,39.47,-79.06
9693,Lukeville,32.0,-112.75
9694,Lula,34.45,-90.47
9695,Luling,29.92,-90.36
9696,Lulu,30.1,-82.49
9697,Lumber Bridge,34.88,-79.07
9698,Lumber City,31.93,-82.68
9699,Lumberport,39.37,-80.34
9700,Lumberton,39.96,-74.8
9701,Lumberville,40.39,-75.05
9702,Lummi Island,48.69,-122.66
9703,Lumpkin,32.04,-84.79
9704,Luna,33.81,-108.95
9705,Luna Pier,41.8,-83.44
9706,Lund,38.98,-114.94
9707,Lunenburg,44.47,-71.68
9708,Luning,38.47,-118.3
9709,Lupton,44.43,-84.01
9710,Lupton City,35.12,-85.28
9711,Luquillo,18.37,-65.71
9712,Luray,40.45,-91.88
9713,Lurgan,40.13,-77.64
9714,Lusby,38.41,-76.45
9715,Lusk,42.76,-104.45
9716,Lutcher,30.06,-90.71
9717,Luther,44.03,-85.68
9718,Luthersburg,41.03,-78.74
9719,Luthersville,33.2,-84.74
9720,Lutherville Timonium,39.43,-76.64
9721,Lutsen,47.63,-90.71
9722,Luttrell,36.2,-83.74
9723,Lutts,35.11,-87.9
9724,Lutz,28.13,-82.46
9725,Luverne,47.25,-97.93
9726,Lu Verne,42.9,-94.08
9727,Luxemburg,44.54,-87.7
9728,Luxor,40.34,-79.53
9729,Luxora,35.75,-89.93
9730,Luzerne,44.61,-84.26
9731,Lyburn,37.74,-81.93
9732,Lycoming,43.49,-76.39
9733,Lydia,34.28,-80.03
9734,Lyerly,34.4,-85.4
9735,Lyford,26.41,-97.78
9736,Lykens,40.56,-76.69
9737,Lyle,45.72,-121.16
9738,Lyles,35.87,-87.32
9739,Lyman,48.52,-122.06
9740,Lyme,43.8,-72.15
9741,Lyme Center,43.83,-72.1
9742,Lynbrook,40.65,-73.67
9743,Lynch,42.83,-98.46
9744,Lynchburg,39.24,-83.78
9745,Lynch Station,37.14,-79.36
9746,Lynco,37.7,-81.67
9747,Lynd,44.38,-95.89
9748,Lyndeborough,42.9,-71.75
9749,Lyndell,40.02,-75.71
9750,Lynden,48.95,-122.43
9751,Lyndhurst,40.79,-74.11
9752,Lyndon,44.5,-71.97
9753,Lyndon Center,44.55,-72.04
9754,Lyndon Station,43.71,-89.89
9755,Lyndonville,44.53,-72.0
9756,Lyndora,40.85,-79.92
9757,Lynn,42.47,-70.96
9758,Lynn Center,41.3,-90.35
9759,Lynndyl,39.5,-112.48
9760,Lynnfield,42.53,-71.04
9761,Lynn Haven,30.24,-85.65
9762,Lynnville,41.57,-92.78
9763,Lynnwood,47.85,-122.28
9764,Lynwood,33.92,-118.2
9765,Lynx,38.74,-83.36
9766,Lynxville,43.24,-91.04
9767,Lyon,34.21,-90.54
9768,Lyon Mountain,44.72,-73.92
9769,Lyons,44.82,-122.37
9770,Lyons Falls,43.61,-75.36
9771,Lyon Station,40.52,-75.74
9772,Lysite,43.25,-107.71
9773,Lytle,29.23,-98.79
9774,Lytle Creek,34.25,-117.54
9775,Lytton,42.42,-94.86
9776,Mabank,32.36,-96.1
9777,Mabel,43.52,-91.76
9778,Mabelvale,34.59,-92.38
9779,Maben,37.66,-81.39
9780,Mabie,38.81,-80.03
9781,Mableton,33.81,-84.56
9782,Mabscott,37.76,-81.21
9783,Mabton,46.15,-120.09
9784,Mac Arthur,37.75,-81.21
9785,Macatawa,42.76,-86.2
9786,Macclenny,30.28,-82.12
9787,Macclesfield,35.75,-77.67
9788,Macdoel,41.74,-121.89
9789,Macdona,29.41,-98.63
9790,Macedon,43.06,-77.3
9791,Macedonia,41.31,-81.49
9792,Maceo,37.85,-87.0
9793,Macfarlan,39.07,-81.18
9794,Machesney Park,42.36,-89.03
9795,Machias,44.7,-67.47
9796,Machiasport,44.69,-67.39
9797,Machipongo,37.4,-75.9
9798,Mack,39.22,-108.87
9799,Mackay,43.95,-113.84
9800,Mackey,38.24,-87.39
9801,Mackeyville,41.05,-77.43
9802,Mackinac Island,45.85,-84.62
9803,Mackinaw,40.53,-89.35
9804,Mackinaw City,45.77,-84.74
9805,Macksburg,41.21,-94.18
9806,Macks Creek,37.96,-92.97
9807,Macks Inn,44.49,-111.33
9808,Macksville,37.95,-98.96
9809,Mackville,37.73,-85.06
9810,Macomb,42.66,-82.91
9811,Macon,39.73,-92.47
9812,Macungie,40.51,-75.55
9813,Macy,42.11,-96.36
9814,Madawaska,47.34,-68.33
9815,Madbury,43.17,-70.93
9816,Madden,32.7,-89.37
9817,Maddock,47.96,-99.52
9818,Madelia,44.04,-94.41
9819,Madeline,41.05,-120.49
9820,Madera,40.82,-78.44
9821,Madill,34.09,-96.77
9822,Madison,45.01,-96.18
9823,Madisonburg,40.94,-77.49
9824,Madison Heights,42.5,-83.1
9825,Madison Lake,44.2,-93.81
9826,Madisonville,37.33,-87.5
9827,Madras,44.6,-121.05
9828,Madrid,44.75,-75.15
9829,Mad River,40.37,-123.44
9830,Maeystown,38.22,-90.23
9831,Magalia,39.84,-121.6
9832,Magazine,35.15,-93.8
9833,Magdalena,34.11,-107.23
9834,Magee,31.87,-89.73
9835,Maggie Valley,35.51,-83.09
9836,Magna,40.7,-112.08
9837,Magness,35.7,-91.48
9838,Magnet,42.45,-97.46
9839,Magnetic Springs,40.35,-83.26
9840,Magnolia,43.64,-96.07
9841,Magnolia Springs,30.4,-87.77
9842,Mahaffey,40.87,-78.72
9843,Mahanoy City,40.81,-76.13
9844,Mahanoy Plane,40.76,-76.07
9845,Mahaska,39.98,-97.35
9846,Mahnomen,47.31,-95.96
9847,Mahomet,40.19,-88.4
9848,Mahopac,41.36,-73.74
9849,Mahopac Falls,41.36,-73.73
9850,Mahwah,41.08,-74.18
9851,Maida,48.99,-98.36
9852,Maiden,35.57,-81.2
9853,Maiden Rock,44.56,-92.3
9854,Maidens,37.66,-77.88
9855,Maidsville,39.7,-79.99
9856,Maine,42.19,-76.06
9857,Mainesburg,41.78,-76.96
9858,Maineville,39.31,-84.22
9859,Mainland,40.25,-75.36
9860,Maitland,40.2,-95.07
9861,Maize,37.77,-97.46
9862,Majestic,37.53,-82.1
9863,Majuro,7.11,171.18
9864,Makanda,37.61,-89.23
9865,Makawao,20.85,-156.32
9866,Makaweli,21.94,-159.66
9867,Makinen,47.35,-92.36
9868,Makoti,47.96,-101.8
9869,Malabar,27.98,-80.58
9870,Malad City,42.24,-112.3
9871,Malaga,47.32,-120.19
9872,Malakoff,32.17,-96.01
9873,Malcolm,40.9,-96.86
9874,Malcom,41.7,-92.55
9875,Malden,47.22,-117.45
9876,Malden Bridge,42.45,-73.58
9877,Malden On Hudson,42.1,-73.93
9878,Malibu,34.06,-118.81
9879,Malin,42.04,-121.42
9880,Malinta,41.31,-84.03
9881,Maljamar,32.85,-103.76
9882,Mallard,42.93,-94.68
9883,Mallie,37.3,-82.91
9884,Mallory,43.34,-76.08
9885,Malmo,41.26,-96.72
9886,Malmstrom A F B,47.51,-111.19
9887,Malo,48.81,-118.61
9888,Malone,46.95,-123.33
9889,Malott,48.3,-119.77
9890,Malta,48.16,-107.87
9891,Malta Bend,39.19,-93.36
9892,Malvern,41.0,-95.58
9893,Malverne,40.67,-73.67
9894,Mamaroneck,40.93,-73.72
9895,Mamers,35.41,-78.94
9896,Mammoth,40.16,-79.51
9897,Mammoth Cave,37.2,-86.1
9898,Mammoth Lakes,37.58,-118.84
9899,Mammoth Spring,36.49,-91.54
9900,Mamou,30.63,-92.41
9901,Man,37.74,-81.87
9902,Manahawkin,39.69,-74.25
9903,Manakin Sabot,37.64,-77.7
9904,Manasquan,40.11,-74.03
9905,Manassa,37.17,-105.93
9906,Manassas,38.74,-77.48
9907,Manati,18.43,-66.48
9908,Manawa,44.46,-88.92
9909,Mancelona,44.9,-85.06
9910,Manchaca,30.13,-97.89
9911,Manchaug,42.12,-71.76
9912,Manchester,47.55,-122.54
9913,Manchester Center,43.17,-73.04
9914,Manchester Township,39.93,-74.39
9915,Mancos,37.34,-108.29
9916,Mandan,46.82,-100.88
9917,Mandaree,47.73,-102.67
9918,Manderson,44.26,-107.96
9919,Mandeville,30.37,-90.08
9920,Mangham,32.3,-91.78
9921,Mangilao,13.43,144.79
9922,Mango,27.99,-82.3
9923,Mangum,34.87,-99.5
9924,Manhasset,40.79,-73.69
9925,Manhattan,45.77,-111.37
9926,Manhattan Beach,33.88,-118.4
9927,Manheim,40.16,-76.39
9928,Manila,40.94,-109.79
9929,Manilla,41.88,-95.23
9930,Manistee,44.24,-86.32
9931,Manistique,45.95,-86.25
9932,Manito,40.42,-89.78
9933,Manitou,37.41,-87.57
9934,Manitou Beach,41.95,-84.26
9935,Manitou Springs,38.85,-104.91
9936,Manitowish Waters,46.13,-89.88
9937,Manitowoc,44.09,-87.67
9938,Mankato,44.16,-93.99
9939,Manley,40.91,-96.16
9940,Manley Hot Springs,64.65,-150.9
9941,Manlius,43.0,-75.97
9942,Manly,43.28,-93.2
9943,Mannboro,37.25,-77.82
9944,Mannford,36.12,-96.32
9945,Manning,47.23,-102.76
9946,Mannington,39.52,-80.34
9947,Manns Choice,40.0,-78.59
9948,Manns Harbor,35.81,-75.91
9949,Mannsville,43.71,-76.06
9950,Manokin,38.11,-75.75
9951,Manokotak,58.88,-158.93
9952,Manomet,41.92,-70.56
9953,Manor,40.34,-79.67
9954,Manorville,40.85,-72.79
9955,Manquin,37.7,-77.15
9956,Mansfield,47.89,-119.5
9957,Mansfield Center,41.77,-72.19
9958,Mansfield Depot,41.77,-72.2
9959,Manson,47.97,-120.15
9960,Mansura,31.05,-92.05
9961,Mantachie,34.32,-88.49
9962,Mantador,46.16,-96.97
9963,Manteca,37.83,-121.18
9964,Mantee,33.68,-89.02
9965,Manteno,41.25,-87.83
9966,Manteo,35.89,-75.66
9967,Manter,37.52,-101.88
9968,Manti,39.25,-111.52
9969,Mantoloking,40.04,-74.04
9970,Manton,44.41,-85.4
9971,Mantorville,44.06,-92.75
9972,Mantua,41.48,-111.94
9973,Manvel,48.07,-97.17
9974,Manville,42.77,-104.61
9975,Many,31.56,-93.47
9976,Many Farms,36.39,-109.59
9977,Manzanita,45.77,-123.96
9978,Manzanola,38.1,-103.86
9979,Mapaville,38.24,-90.48
9980,Maple,46.58,-91.72
9981,Maple City,44.84,-85.86
9982,Maplecrest,42.29,-74.15
9983,Maple Falls,48.95,-122.07
9984,Maple Heights,41.4,-81.56
9985,Maple Hill,39.08,-96.02
9986,Maple Lake,45.23,-94.0
9987,Maple Mount,37.69,-87.32
9988,Maple Park,41.9,-88.59
9989,Maple Plain,45.0,-93.66
9990,Maple Rapids,43.1,-84.69
9991,Maple Shade,39.95,-74.99
9992,Maple Springs,42.21,-79.41
9993,Maplesville,32.78,-86.87
9994,Mapleton,46.89,-97.05
9995,Mapleton Depot,40.37,-77.97
9996,Maple Valley,47.4,-121.99
9997,Maple View,43.45,-76.15
