zipcode,state,avg_income
6484,CT,86935
6488,CT,105615
6489,CT,91218
6492,CT,79662
6498,CT,88559
6510,CT,98850
6511,CT,59845
6512,CT,60428
6513,CT,39820
6514,CT,58939
6515,CT,62456
6516,CT,51482
6517,CT,91121
6518,CT,86351
6519,CT,32199
6524,CT,116971
6525,CT,184667
6604,CT,37716
6605,CT,43118
6606,CT,42377
6607,CT,29776
6608,CT,27259
6610,CT,37095
6611,CT,116306
6612,CT,193832
6614,CT,72629
6615,CT,58646
6702,CT,21800
6704,CT,35015
6705,CT,39426
6706,CT,38843
6708,CT,48075
6710,CT,37455
6712,CT,83957
6716,CT,75055
6750,CT,65756
6751,CT,86201
6752,CT,149536
6754,CT,91977
6755,CT,74189
6756,CT,120967
6757,CT,88927
6759,CT,134486
6762,CT,151201
6763,CT,96241
6770,CT,57330
6776,CT,81442
6777,CT,110519
6778,CT,72669
6779,CT,57094
6782,CT,71942
6783,CT,171717
6784,CT,129915
6785,CT,162546
6786,CT,60601
6787,CT,68084
6790,CT,54564
6791,CT,92305
6793,CT,175609
6794,CT,131956
6795,CT,88570
6796,CT,106048
6798,CT,104056
6801,CT,85783
6804,CT,108005
6807,CT,249884
6810,CT,53462
6811,CT,82770
6812,CT,116138
6820,CT,599921
6824,CT,233665
6825,CT,115088
6830,CT,638560
6831,CT,721552
6840,CT,532440
6850,CT,90614
6851,CT,90578
6853,CT,370793
6854,CT,66743
6855,CT,98079
6870,CT,530248
6877,CT,261135
6878,CT,740126
6880,CT,422213
6883,CT,318751
6890,CT,324300
6896,CT,222664
6897,CT,343584
6901,CT,111330
6902,CT,113063
6903,CT,269270
6905,CT,114805
6906,CT,79502
6907,CT,94576
7001,NJ,64631
7002,NJ,58695
7003,NJ,68655
7004,NJ,116473
7005,NJ,118866
7006,NJ,155726
7008,NJ,50551
7009,NJ,122607
7010,NJ,78250
7011,NJ,44885
7012,NJ,82824
7013,NJ,84719
7014,NJ,84408
7016,NJ,127947
7017,NJ,39758
7018,NJ,37557
7020,NJ,151837
7021,NJ,391697
7022,NJ,43818
7023,NJ,128523
7024,NJ,116997
7026,NJ,47113
7027,NJ,102682
7028,NJ,247300
7029,NJ,58252
7030,NJ,180347
7031,NJ,69233
7032,NJ,54900
7033,NJ,77804
7034,NJ,70280
7035,NJ,83895
7036,NJ,53907
7039,NJ,243782
7040,NJ,152532
7041,NJ,176487
7042,NJ,157717
7043,NJ,270816
7044,NJ,143439
7045,NJ,160875
7046,NJ,388877
7047,NJ,51356
7050,NJ,37890
7052,NJ,110544
7054,NJ,98968
7055,NJ,42394
7057,NJ,58073
7058,NJ,165408
7059,NJ,231065
7060,NJ,47650
7062,NJ,50668
7063,NJ,46680
7064,NJ,63554
7065,NJ,60867
7066,NJ,101629
7067,NJ,90027
7068,NJ,147116
7069,NJ,237064
7070,NJ,107175
7071,NJ,69486
7072,NJ,74737
7073,NJ,70872
7074,NJ,63225
7075,NJ,101633
7076,NJ,151670
7077,NJ,74154
7078,NJ,596976
7079,NJ,187682
7080,NJ,78286
7081,NJ,128472
7082,NJ,161499
7083,NJ,72388
7086,NJ,123595
7087,NJ,41113
7088,NJ,48039
7090,NJ,255995
7092,NJ,191538
7093,NJ,58947
7094,NJ,111036
7095,NJ,108462
7102,NJ,64640
7103,NJ,32547
7104,NJ,36362
7105,NJ,39274
7106,NJ,36719
7107,NJ,31500
7108,NJ,29776
7109,NJ,54746
7110,NJ,92591
7111,NJ,36890
7112,NJ,35182
7114,NJ,33444
7201,NJ,34952
7202,NJ,38788
7203,NJ,49570
7204,NJ,65982
7205,NJ,56083
7206,NJ,31931
7208,NJ,47775
7302,NJ,157037
7304,NJ,48460
7305,NJ,51941
7306,NJ,57373
7307,NJ,58423
7310,NJ,147427
7311,NJ,166722
7401,NJ,234216
7403,NJ,80946
7405,NJ,140070
7407,NJ,61172
7410,NJ,103404
7416,NJ,57768
7417,NJ,397106
7418,NJ,83320
7419,NJ,74423
7420,NJ,67241
7421,NJ,85718
7422,NJ,74856
7423,NJ,327257
7424,NJ,82353
7430,NJ,139664
7432,NJ,112637
7435,NJ,106269
7436,NJ,121282
7438,NJ,88916
7439,NJ,67884
7440,NJ,87632
7442,NJ,76024
7444,NJ,115968
7446,NJ,169612
7450,NJ,269614
7452,NJ,199785
7456,NJ,107546
7457,NJ,88081
7458,NJ,427287
7460,NJ,84090
7461,NJ,73307
7462,NJ,66861
7463,NJ,104109
7465,NJ,89028
7470,NJ,122495
7480,NJ,85350
7481,NJ,235452
7501,NJ,28040
7502,NJ,37512
7503,NJ,33844
7504,NJ,35606
7505,NJ,26541
7506,NJ,78020
7508,NJ,63773
7512,NJ,84714
7513,NJ,29918
7514,NJ,33369
7522,NJ,28121
7524,NJ,28847
7601,NJ,60947
7603,NJ,63314
7604,NJ,88519
7605,NJ,113322
7606,NJ,60669
7607,NJ,83585
7621,NJ,81703
7624,NJ,184514
7626,NJ,216527
7627,NJ,276741
7628,NJ,79596
7630,NJ,114868
7631,NJ,132771
7632,NJ,308919
7640,NJ,171163
7641,NJ,189391
7642,NJ,129292
7643,NJ,62137
7644,NJ,51230
7645,NJ,163321
7646,NJ,84880
7647,NJ,102243
7648,NJ,151800
7649,NJ,182162
7650,NJ,57186
7652,NJ,136795
7656,NJ,134742
7657,NJ,67247
7660,NJ,66394
7661,NJ,116308
7662,NJ,74748
7663,NJ,76489
7666,NJ,125065
7670,NJ,329039
7675,NJ,145472
7676,NJ,128440
7677,NJ,280077
7701,NJ,118449
7702,NJ,164397
7704,NJ,292821
7711,NJ,143939
7712,NJ,88001
7716,NJ,123941
7717,NJ,167447
7718,NJ,79357
7719,NJ,104984
7720,NJ,75785
7721,NJ,67832
7722,NJ,239790
7723,NJ,160419
7724,NJ,89297
7726,NJ,117139
7727,NJ,96982
7728,NJ,94613
7730,NJ,84311
7731,NJ,80482
7732,NJ,90779
7733,NJ,223869
7734,NJ,51804
7735,NJ,63320
7737,NJ,98506
7738,NJ,165696
7739,NJ,220906
7740,NJ,65707
7746,NJ,152247
7747,NJ,94207
7748,NJ,115244
7750,NJ,194427
7751,NJ,162418
7753,NJ,65095
7755,NJ,125752
7756,NJ,89456
7757,NJ,129091
7758,NJ,82404
7760,NJ,399389
7762,NJ,142509
7764,NJ,98293
7801,NJ,49155
7803,NJ,70455
7821,NJ,100030
7822,NJ,91219
7823,NJ,66843
7825,NJ,98542
7826,NJ,92836
7827,NJ,62061
7828,NJ,77874
7830,NJ,172979
7832,NJ,81682
7834,NJ,132075
7836,NJ,114721
7838,NJ,81205
7840,NJ,81091
7843,NJ,70488
7847,NJ,70370
7848,NJ,95813
7849,NJ,91150
7850,NJ,75178
7851,NJ,83873
7852,NJ,91502
7853,NJ,160735
7856,NJ,89620
7857,NJ,55267
7860,NJ,85334
7863,NJ,71092
7865,NJ,91918
7866,NJ,93693
7869,NJ,145265
7871,NJ,132639
7874,NJ,75125
7876,NJ,101855
7882,NJ,73505
7885,NJ,67559
7901,NJ,359119
7920,NJ,225063
7921,NJ,137153
7922,NJ,179486
7924,NJ,352688
7927,NJ,112475
7928,NJ,294044
7930,NJ,204612
7931,NJ,648771
7932,NJ,274869
7933,NJ,129131
7934,NJ,284224
7935,NJ,287068
7936,NJ,126040
7940,NJ,208795
7945,NJ,392635
7946,NJ,164486
7950,NJ,134457
7960,NJ,172908
7974,NJ,176577
7976,NJ,703837
7980,NJ,113723
7981,NJ,124544
8002,NJ,74630
8003,NJ,142630
8004,NJ,63640
8005,NJ,67042
8007,NJ,63825
8008,NJ,125352
8009,NJ,71462
8010,NJ,52399
8012,NJ,65039
8014,NJ,54980
8015,NJ,50328
8016,NJ,65504
8019,NJ,76744
8020,NJ,93347
8021,NJ,48696
8022,NJ,96762
8026,NJ,82151
8027,NJ,65807
8028,NJ,65671
8029,NJ,56786
8030,NJ,47135
8031,NJ,53038
8033,NJ,171264
8034,NJ,93066
8035,NJ,100389
8036,NJ,98716
8037,NJ,68312
8041,NJ,93626
8043,NJ,118348
8045,NJ,45534
8046,NJ,49321
8048,NJ,88802
8049,NJ,55193
8050,NJ,71857
8051,NJ,68125
8052,NJ,53833
8053,NJ,100200
8054,NJ,96215
8055,NJ,135881
8056,NJ,132664
8057,NJ,201916
8059,NJ,58403
8060,NJ,64738
8061,NJ,94720
8062,NJ,129596
8063,NJ,53032
8065,NJ,60126
8066,NJ,44114
8067,NJ,70767
8068,NJ,52705
8069,NJ,47954
8070,NJ,61408
8071,NJ,71590
8075,NJ,66921
8077,NJ,91194
8078,NJ,54544
8079,NJ,53729
8080,NJ,91436
8081,NJ,68087
8083,NJ,62168
8084,NJ,63933
8085,NJ,95276
8086,NJ,71903
8087,NJ,62118
8088,NJ,86853
8089,NJ,59779
8090,NJ,75738
8091,NJ,72286
8092,NJ,78132
8093,NJ,49923
8094,NJ,65217
8096,NJ,66224
8097,NJ,68446
8098,NJ,80226
8102,NJ,28891
8103,NJ,29189
8104,NJ,25399
8105,NJ,27398
8106,NJ,68139
8107,NJ,56062
8108,NJ,84637
8109,NJ,58089
8110,NJ,39771
8201,NJ,56593
8202,NJ,160916
8203,NJ,77621
8204,NJ,68106
8205,NJ,61144
8210,NJ,66416
8215,NJ,60297
8221,NJ,123747
8223,NJ,81978
8225,NJ,73567
8226,NJ,98673
8230,NJ,82014
8232,NJ,31348
8234,NJ,61637
8241,NJ,78538
8242,NJ,46770
8243,NJ,105049
8244,NJ,55806
8247,NJ,171284
8251,NJ,44192
8260,NJ,54887
8270,NJ,60516
8302,NJ,47860
8310,NJ,53114
8311,NJ,50346
8312,NJ,56686
8314,NJ,47191
8317,NJ,61061
8318,NJ,76415
8319,NJ,66653
8322,NJ,71704
8323,NJ,70537
8324,NJ,49183
8326,NJ,48925
8327,NJ,48266
8328,NJ,58890
8330,NJ,57610
8332,NJ,53154
8340,NJ,70295
8341,NJ,46525
8343,NJ,82059
8344,NJ,65470
8345,NJ,46619
8346,NJ,46524
8348,NJ,52413
8349,NJ,44575
8350,NJ,61577
8353,NJ,58018
8360,NJ,43909
8361,NJ,77006
8401,NJ,31924
8402,NJ,131166
8403,NJ,163712
8406,NJ,66376
8501,NJ,120487
8502,NJ,198667
8505,NJ,79621
8510,NJ,150393
8511,NJ,66654
8512,NJ,127218
8514,NJ,109200
8515,NJ,122527
8518,NJ,66755
8520,NJ,81710
8525,NJ,147320
8527,NJ,78112
8528,NJ,100068
8530,NJ,120444
8533,NJ,80183
8534,NJ,219596
8535,NJ,164338
8536,NJ,118827
8540,NJ,238940
8542,NJ,163024
8550,NJ,206535
8551,NJ,144229
8553,NJ,124320
8554,NJ,59806
8558,NJ,278591
8559,NJ,140243
8560,NJ,158457
8562,NJ,64246
8608,NJ,29126
8609,NJ,29586
8610,NJ,51596
8611,NJ,30594
8618,NJ,43892
8619,NJ,72698
8620,NJ,80981
8628,NJ,77869
8629,NJ,36988
8638,NJ,48661
8640,NJ,52858
8641,NJ,47773
8648,NJ,93546
8690,NJ,85132
8691,NJ,127562
8701,NJ,70062
8721,NJ,68630
8722,NJ,61642
8723,NJ,67527
8724,NJ,73523
8730,NJ,160546
8731,NJ,73648
8733,NJ,45766
8734,NJ,77535
8735,NJ,116466
8736,NJ,131266
8738,NJ,308334
8741,NJ,86692
8742,NJ,99083
8750,NJ,221045
8751,NJ,63298
8752,NJ,102146
8753,NJ,74564
8755,NJ,77046
8757,NJ,50177
8758,NJ,76997
8759,NJ,55042
8801,NJ,149170
8802,NJ,117927
8804,NJ,95715
8805,NJ,60689
8807,NJ,128894
8809,NJ,112367
8810,NJ,119202
8812,NJ,98819
8816,NJ,118590
8817,NJ,75024
8820,NJ,142462
8822,NJ,121674
8823,NJ,89788
8824,NJ,117373
8825,NJ,88890
8826,NJ,104531
8827,NJ,109344
8828,NJ,74338
8829,NJ,88990
8830,NJ,82847
8831,NJ,107922
8832,NJ,40987
8833,NJ,172738
8835,NJ,52659
8836,NJ,190068
8837,NJ,93312
8840,NJ,117521
8844,NJ,120733
8846,NJ,68772
8848,NJ,96648
8850,NJ,99814
8852,NJ,111857
8853,NJ,142963
8854,NJ,76528
8857,NJ,81889
8859,NJ,69280
8861,NJ,36503
8863,NJ,68522
8865,NJ,59550
8867,NJ,145776
8869,NJ,77292
8872,NJ,69535
8873,NJ,83972
8876,NJ,98355
8879,NJ,67346
8880,NJ,61486
8882,NJ,62111
8884,NJ,73116
8886,NJ,89828
8887,NJ,76426
8889,NJ,147895
8901,NJ,41237
8902,NJ,75254
8904,NJ,94200
10001,NY,179965
10002,NY,64125
10003,NY,279868
10004,NY,382560
10005,NY,422673
10006,NY,229938
10007,NY,774149
10009,NY,88813
10010,NY,261053
10011,NY,307269
10012,NY,284205
10013,NY,516771
10014,NY,356141
10016,NY,238757
10017,NY,359717
10018,NY,563933
10019,NY,298604
10021,NY,542324
10022,NY,696004
10023,NY,356680
10024,NY,450593
10025,NY,173595
10026,NY,78210
10027,NY,71180
10028,NY,394584
10029,NY,57103
10030,NY,46238
10031,NY,47671
10032,NY,43210
10033,NY,50206
10034,NY,51246
10035,NY,53526
10036,NY,238172
10037,NY,53697
10038,NY,150299
10039,NY,44163
10040,NY,48151
10044,NY,103410
10065,NY,549574
10069,NY,560734
10075,NY,475894
10128,NY,374783
10162,NY,279030
10280,NY,241959
10282,NY,606036
10301,NY,74923
10302,NY,55342
10303,NY,47756
10304,NY,74131
10305,NY,64395
10306,NY,76884
10307,NY,99860
10308,NY,81460
10309,NY,91592
10310,NY,66500
10312,NY,86909
10314,NY,74114
10451,NY,35636
10452,NY,30579
10453,NY,29251
10454,NY,30647
10455,NY,31574
10456,NY,29500
10457,NY,29705
10458,NY,31960
10459,NY,31275
10460,NY,31455
10461,NY,54139
10462,NY,44647
10463,NY,70363
10464,NY,96230
10465,NY,64405
10466,NY,42100
10467,NY,37546
10468,NY,32992
10469,NY,48331
10470,NY,55755
10471,NY,137152
10472,NY,33066
10473,NY,41801
10474,NY,31266
10475,NY,50305
10501,NY,161749
10502,NY,198631
10504,NY,466790
10505,NY,127960
10506,NY,434709
10507,NY,245803
10509,NY,92728
10510,NY,306291
10511,NY,84101
10512,NY,92375
10514,NY,499054
10516,NY,135498
10518,NY,187591
10520,NY,146243
10522,NY,171639
10523,NY,79734
10524,NY,158037
10526,NY,165648
10527,NY,187326
10528,NY,291928
10530,NY,142362
10532,NY,108987
10533,NY,292955
10535,NY,70454
10536,NY,308471
10537,NY,69186
10538,NY,460420
10541,NY,98712
10543,NY,199232
10546,NY,222214
10547,NY,90115
10548,NY,88342
10549,NY,215791
10550,NY,42080
10552,NY,81235
10553,NY,53090
10560,NY,211611
10562,NY,92797
10566,NY,59850
10567,NY,116954
10570,NY,216286
10573,NY,105998
10576,NY,310482
10577,NY,886382
10578,NY,102130
10579,NY,107954
10580,NY,652441
10583,NY,546273
10588,NY,94397
10589,NY,132894
10590,NY,181983
10591,NY,141990
10594,NY,132283
10595,NY,150578
10597,NY,371156
10598,NY,121968
10601,NY,172829
10603,NY,87389
10604,NY,146524
10605,NY,162743
10606,NY,92792
10607,NY,106160
10701,NY,52525
10703,NY,57737
10704,NY,68373
10705,NY,53480
10706,NY,195745
10707,NY,126805
10708,NY,300021
10709,NY,151803
10710,NY,84454
10801,NY,75082
10803,NY,256643
10804,NY,247183
10805,NY,75742
10901,NY,122998
10913,NY,154548
10916,NY,103861
10917,NY,90296
10918,NY,87925
10919,NY,75490
10920,NY,94964
10921,NY,79438
10923,NY,68750
10924,NY,102112
10925,NY,80588
10926,NY,79446
10927,NY,43806
10928,NY,56942
10930,NY,92939
10940,NY,56529
10941,NY,64899
10950,NY,78372
10952,NY,111521
10954,NY,86555
10956,NY,125725
10958,NY,86278
10960,NY,119311
10962,NY,126780
10963,NY,70041
10964,NY,266704
10965,NY,108302
10968,NY,158640
10969,NY,76063
10970,NY,86468
10973,NY,79234
10974,NY,94938
10975,NY,67250
10976,NY,78540
10977,NY,60409
10980,NY,89442
10983,NY,114565
10984,NY,86485
10985,NY,64881
10986,NY,97848
10987,NY,162202
10989,NY,98801
10990,NY,106126
10992,NY,82503
10993,NY,48384
10994,NY,136792
10996,NY,78234
10998,NY,83593
11001,NY,96985
11003,NY,57066
11004,NY,72768
11005,NY,182831
11010,NY,81133
11020,NY,201720
11021,NY,198615
11023,NY,197688
11024,NY,448199
11030,NY,405344
11040,NY,109892
11050,NY,220596
11096,NY,45627
11101,NY,98024
11102,NY,62595
11103,NY,60603
11104,NY,66213
11105,NY,68355
11106,NY,62526
11109,NY,198477
11201,NY,221166
11203,NY,44414
11204,NY,57078
11205,NY,79262
11206,NY,46103
11207,NY,37341
11208,NY,35354
11209,NY,81520
11210,NY,79321
11211,NY,84061
11212,NY,34787
11213,NY,45743
11214,NY,46268
11215,NY,162145
11216,NY,61132
11217,NY,147698
11218,NY,66393
11219,NY,48071
11220,NY,32272
11221,NY,46694
11222,NY,88960
11223,NY,76211
11224,NY,44973
11225,NY,56093
11226,NY,46278
11228,NY,66213
11229,NY,64371
11230,NY,75848
11231,NY,165098
11232,NY,47439
11233,NY,44667
11234,NY,70452
11235,NY,63730
11236,NY,47421
11237,NY,42410
11238,NY,104183
11239,NY,42205
11354,NY,40353
11355,NY,30565
11356,NY,46433
11357,NY,93063
11358,NY,61889
11360,NY,98396
11361,NY,72028
11362,NY,86009
11363,NY,131023
11364,NY,71401
11365,NY,58376
11366,NY,71637
11367,NY,68526
11368,NY,33017
11369,NY,40493
11370,NY,50952
11372,NY,50817
11373,NY,37883
11374,NY,68402
11375,NY,103495
11377,NY,46357
11378,NY,57646
11379,NY,73844
11385,NY,50741
11411,NY,55587
11412,NY,47818
11413,NY,52558
11414,NY,75495
11415,NY,72934
11416,NY,38340
11417,NY,47608
11418,NY,46596
11419,NY,37996
11420,NY,44910
11421,NY,44019
11422,NY,52524
11423,NY,52613
11426,NY,66687
11427,NY,63381
11428,NY,50913
11429,NY,47211
11432,NY,50664
11433,NY,39569
11434,NY,46169
11435,NY,45478
11436,NY,43815
11501,NY,92307
11507,NY,136513
11509,NY,225663
11510,NY,79249
11514,NY,92643
11516,NY,157418
11518,NY,122061
11520,NY,54844
11530,NY,310701
11542,NY,87681
11545,NY,379461
11548,NY,181527
11550,NY,44468
11552,NY,84786
11553,NY,46050
11554,NY,88159
11557,NY,216121
11558,NY,80507
11559,NY,300420
11560,NY,383240
11561,NY,108853
11563,NY,92535
11565,NY,114721
11566,NY,132809
11568,NY,671872
11570,NY,163049
11572,NY,101620
11575,NY,42231
11576,NY,327933
11577,NY,203142
11579,NY,159331
11580,NY,70280
11581,NY,92568
11590,NY,72596
11596,NY,135174
11598,NY,225045
11691,NY,44343
11692,NY,43475
11693,NY,54665
11694,NY,94607
11697,NY,107482
11701,NY,62610
11702,NY,117229
11703,NY,70416
11704,NY,65995
11705,NY,117042
11706,NY,61085
11709,NY,109953
11710,NY,108598
11713,NY,71204
11714,NY,83528
11715,NY,106048
11716,NY,83829
11717,NY,40240
11718,NY,163966
11719,NY,109646
11720,NY,76297
11721,NY,161575
11722,NY,45606
11724,NY,350187
11725,NY,113817
11726,NY,50149
11727,NY,66744
11729,NY,67588
11730,NY,102034
11731,NY,104299
11732,NY,159117
11733,NY,281163
11735,NY,88123
11738,NY,72445
11740,NY,123276
11741,NY,82305
11742,NY,84042
11743,NY,172485
11746,NY,107538
11747,NY,227924
11749,NY,63339
11751,NY,93681
11752,NY,74311
11753,NY,234173
11754,NY,97256
11755,NY,93483
11756,NY,78022
11757,NY,67535
11758,NY,116978
11762,NY,113573
11763,NY,67485
11764,NY,115950
11765,NY,913328
11766,NY,124424
11767,NY,104476
11768,NY,161399
11769,NY,100489
11771,NY,294511
11772,NY,69251
11776,NY,72322
11777,NY,169064
11778,NY,76675
11779,NY,74949
11780,NY,241162
11782,NY,107483
11783,NY,103833
11784,NY,64436
11786,NY,112801
11787,NY,122334
11788,NY,108388
11789,NY,74829
11790,NY,129239
11791,NY,231411
11792,NY,106465
11793,NY,106947
11795,NY,105400
11796,NY,90422
11797,NY,284987
11798,NY,46438
11801,NY,70387
11803,NY,155517
11804,NY,139921
11901,NY,55877
11933,NY,87097
11934,NY,91336
11935,NY,124164
11937,NY,139672
11939,NY,111590
11940,NY,106380
11941,NY,96539
11942,NY,107126
11944,NY,83769
11946,NY,72817
11948,NY,103274
11949,NY,89347
11950,NY,52194
11951,NY,51282
11952,NY,107878
11953,NY,64691
11954,NY,93279
11955,NY,70259
11957,NY,154169
11958,NY,93013
11961,NY,69648
11963,NY,171437
11967,NY,59818
11968,NY,156457
11971,NY,102377
11976,NY,265780
11977,NY,124220
11978,NY,117718
11980,NY,80273
12007,NY,68530
12008,NY,84000
12009,NY,92106
12010,NY,52345
12015,NY,78698
12017,NY,81188
12018,NY,79616
12019,NY,92753
12020,NY,74530
12022,NY,56340
12023,NY,65691
12025,NY,62206
12027,NY,87948
12028,NY,56605
12029,NY,106683
12032,NY,58689
12033,NY,78589
12035,NY,49307
12037,NY,65288
12041,NY,67388
12042,NY,52163
12043,NY,56219
12046,NY,65422
12047,NY,62073
12051,NY,59878
12052,NY,65212
12053,NY,73466
12054,NY,104621
12056,NY,77171
12057,NY,57692
12058,NY,58001
12059,NY,70182
12060,NY,100983
12061,NY,86671
12062,NY,67671
12063,NY,103875
12064,NY,42823
12065,NY,87405
12066,NY,62045
12067,NY,80194
12068,NY,54000
12070,NY,70120
12071,NY,43271
12072,NY,56328
12074,NY,68216
12075,NY,81263
12076,NY,58141
12077,NY,103398
12078,NY,47906
12083,NY,63881
12084,NY,85128
12085,NY,43423
12086,NY,60278
12087,NY,59584
12090,NY,55827
12092,NY,51539
12093,NY,50821
12094,NY,60785
12095,NY,52431
12106,NY,83759
12108,NY,53826
12110,NY,83635
12116,NY,51976
12117,NY,54616
12118,NY,75991
12120,NY,62392
12121,NY,75244
12122,NY,53427
12123,NY,72104
12125,NY,58744
12130,NY,55411
12131,NY,52390
12134,NY,61887
12136,NY,118190
12137,NY,63948
12138,NY,59214
12139,NY,65758
12140,NY,76047
12143,NY,58344
12144,NY,64762
12147,NY,69258
12148,NY,117236
12149,NY,49925
12150,NY,59611
12151,NY,78454
12153,NY,74393
12154,NY,68701
12155,NY,46867
12156,NY,73904
12157,NY,62933
12158,NY,76444
12159,NY,143563
12160,NY,61323
12164,NY,57561
12165,NY,109285
12166,NY,49260
12167,NY,50366
12168,NY,62244
12169,NY,61584
12170,NY,69407
12173,NY,61023
12175,NY,55541
12176,NY,63092
12180,NY,56588
12182,NY,50454
12183,NY,43494
12184,NY,76100
12185,NY,66476
12186,NY,100601
12187,NY,56548
12188,NY,68499
12189,NY,57305
12190,NY,53782
12192,NY,57484
12193,NY,67539
12196,NY,80938
12197,NY,54663
12198,NY,77040
12202,NY,30918
12203,NY,76662
12204,NY,73051
12205,NY,60821
12206,NY,34630
12207,NY,46987
12208,NY,63297
12209,NY,49315
12210,NY,43425
12211,NY,147145
12302,NY,72436
12303,NY,66463
12304,NY,45913
12305,NY,48487
12306,NY,59405
12307,NY,24774
12308,NY,43923
12309,NY,102747
12401,NY,58184
12404,NY,75661
12405,NY,52400
12406,NY,48277
12407,NY,49661
12409,NY,100068
12410,NY,79260
12411,NY,60718
12412,NY,62346
12413,NY,48084
12414,NY,53925
12418,NY,61020
12419,NY,74645
12421,NY,86543
12422,NY,56828
12423,NY,51780
12424,NY,57790
12427,NY,47680
12428,NY,48065
12430,NY,55500
12431,NY,61916
12433,NY,82370
12434,NY,41668
12435,NY,61331
12439,NY,59225
12440,NY,72190
12442,NY,59408
12443,NY,86310
12444,NY,76685
12446,NY,60335
12448,NY,99275
12449,NY,54848
12451,NY,54862
12454,NY,61810
12455,NY,53353
12456,NY,46400
12457,NY,69462
12458,NY,51594
12460,NY,54266
12461,NY,78360
12463,NY,63988
12464,NY,60617
12465,NY,49150
12466,NY,63982
12468,NY,48145
12469,NY,58384
12470,NY,47904
12472,NY,54388
12473,NY,56880
12474,NY,67016
12477,NY,61874
12480,NY,52896
12481,NY,76525
12482,NY,40054
12484,NY,93834
12485,NY,52746
12486,NY,67110
12487,NY,70642
12491,NY,68569
12492,NY,80000
12494,NY,71103
12495,NY,89564
12496,NY,67482
12498,NY,109269
12501,NY,78765
12502,NY,70124
12503,NY,90190
12508,NY,68538
12513,NY,80113
12514,NY,100792
12515,NY,55688
12516,NY,63902
12517,NY,76030
12518,NY,90320
12520,NY,105678
12521,NY,74232
12522,NY,61853
12523,NY,59740
12524,NY,80990
12525,NY,82357
12526,NY,81545
12528,NY,69977
12529,NY,89471
12531,NY,94834
12533,NY,100826
12534,NY,58971
12538,NY,68875
12540,NY,107049
12542,NY,74050
12543,NY,54176
12545,NY,156500
12546,NY,76039
12547,NY,74481
12548,NY,64834
12549,NY,84690
12550,NY,61215
12553,NY,68365
12561,NY,86415
12563,NY,77533
12564,NY,91149
12565,NY,49509
12566,NY,71548
12567,NY,82439
12569,NY,86840
12570,NY,100802
12571,NY,87263
12572,NY,140102
12575,NY,92194
12577,NY,88387
12578,NY,95489
12580,NY,88829
12581,NY,85140
12582,NY,93539
12583,NY,71901
12585,NY,92263
12586,NY,66829
12589,NY,70104
12590,NY,76070
12592,NY,62122
12594,NY,66315
12601,NY,52924
12603,NY,79126
12701,NY,44502
12719,NY,61397
12720,NY,128500
12721,NY,65501
12723,NY,63512
12725,NY,66169
12726,NY,65737
12729,NY,55896
12732,NY,72902
12733,NY,41792
12734,NY,52426
12737,NY,65749
12738,NY,49581
12740,NY,68187
12741,NY,48071
12742,NY,44962
12743,NY,64060
12746,NY,52896
12747,NY,53871
12748,NY,67069
12751,NY,38928
12752,NY,59533
12754,NY,48112
12758,NY,58385
12759,NY,36988
12760,NY,62173
12762,NY,52028
12763,NY,52637
12764,NY,62501
12765,NY,67229
12766,NY,44929
12768,NY,56086
12771,NY,55694
12775,NY,77240
12776,NY,62639
12777,NY,79072
12779,NY,51306
12780,NY,62475
12783,NY,56059
12786,NY,79155
12787,NY,57333
12788,NY,62863
12789,NY,52367
12790,NY,60958
12791,NY,61503
12792,NY,64789
12801,NY,50065
12803,NY,51566
12804,NY,72742
12808,NY,88241
12809,NY,56145
12810,NY,47067
12814,NY,75969
12815,NY,64655
12816,NY,58557
12817,NY,60685
12819,NY,40260
12821,NY,47707
12822,NY,51148
12823,NY,64060
12824,NY,79625
12827,NY,53904
12828,NY,51816
12831,NY,79997
12832,NY,50218
12833,NY,98746
12834,NY,61800
12835,NY,55942
12836,NY,62827
12837,NY,47894
12838,NY,44315
12839,NY,45663
12842,NY,52161
12843,NY,55011
12844,NY,124338
12845,NY,74429
12846,NY,55258
12847,NY,61008
12849,NY,54667
12850,NY,80280
12851,NY,43013
12852,NY,56285
12853,NY,47773
12855,NY,49445
12857,NY,51600
12859,NY,61811
12860,NY,41432
12861,NY,73321
12863,NY,73537
12865,NY,54669
12866,NY,240993
12870,NY,57032
12871,NY,61976
12873,NY,58325
12878,NY,45132
12883,NY,51221
12885,NY,46782
12886,NY,58536
12887,NY,49141
12901,NY,56895
12903,NY,67004
12910,NY,48874
12912,NY,48900
12913,NY,53323
12914,NY,43897
12916,NY,45607
12917,NY,47468
12918,NY,57463
12919,NY,52306
12920,NY,54706
12921,NY,63689
12923,NY,44754
12926,NY,43098
12928,NY,50907
12930,NY,44625
12932,NY,59207
12934,NY,48933
12935,NY,51836
12936,NY,59331
12937,NY,43413
12941,NY,58542
12942,NY,100375
12943,NY,58109
12944,NY,48959
12945,NY,58800
12946,NY,71794
12950,NY,42610
12952,NY,47558
12953,NY,52156
12955,NY,43429
12956,NY,46211
12957,NY,42947
12958,NY,51926
12959,NY,48742
12960,NY,52109
12961,NY,49545
12962,NY,65147
12965,NY,44587
12966,NY,46173
12967,NY,47204
