zipcode,state,avg_income,Zips.primary_city,latitude,longitude,Zips.county,Zips.estimated_population
17981,PA,44151,Tremont,40.62,-76.39,Schuylkill County,2137
17982,PA,44783,Tuscarora,40.76,-76.05,Schuylkill County,0
17983,PA,52797,Valley View,39.94,-76.7,Schuylkill County,1266
17985,PA,53621,Zion Grove,40.93,-76.25,Schuylkill County,1067
18011,PA,65451,Alburtis,40.5,-75.6,Berks County,5062
18013,PA,63604,Bangor,40.86,-75.2,Northampton County,15081
18014,PA,62420,Bath,40.72,-75.39,Northampton County,10237
18015,PA,75405,Bethlehem,40.62,-75.36,Northampton County,22650
18017,PA,75855,Bethlehem,40.62,-75.36,Northampton County,32654
18018,PA,53170,Bethlehem,40.62,-75.36,Lehigh County,25707
18020,PA,81198,Bethlehem,40.62,-75.36,Northampton County,18523
18031,PA,84346,Breinigsville,40.55,-75.66,Lehigh County,6106
18032,PA,48780,Catasauqua,40.65,-75.46,Lehigh County,8120
18034,PA,145078,Center Valley,40.53,-75.42,Lehigh County,6617
18035,PA,89737,Cherryville,40.73,-75.55,Northampton County,0
18036,PA,102500,Coopersburg,40.51,-75.39,Lehigh County,11476
18037,PA,63819,Coplay,40.67,-75.49,Lehigh County,6486
18038,PA,66469,Danielsville,40.78,-75.51,Northampton County,2820
18040,PA,84390,Easton,40.68,-75.22,Northampton County,13958
18041,PA,65942,East Greenville,40.4,-75.5,Montgomery County,4993
18042,PA,52385,Easton,40.68,-75.22,Northampton County,30988
18045,PA,83897,Easton,40.68,-75.22,Northampton County,23750
18049,PA,75980,Emmaus,40.53,-75.49,Lehigh County,16033
18051,PA,111229,Fogelsville,40.59,-75.66,Lehigh County,3264
18052,PA,53236,Whitehall,40.63,-75.48,Lehigh County,23943
18053,PA,63263,Germansville,40.72,-75.71,Lehigh County,2117
18054,PA,83970,Green Lane,40.33,-75.47,Montgomery County,3949
18055,PA,77507,Hellertown,40.58,-75.33,Northampton County,10340
18056,PA,46156,Hereford,40.44,-75.58,Berks County,894
18058,PA,55647,Kunkletown,40.88,-75.47,Monroe County,7286
18059,PA,70363,Laurys Station,40.72,-75.53,Lehigh County,1117
18062,PA,86347,Macungie,40.51,-75.55,Lehigh County,21548
18064,PA,82525,Nazareth,40.73,-75.31,Northampton County,21767
18066,PA,82807,New Tripoli,40.65,-75.74,Lehigh County,5517
18067,PA,62196,Northampton,40.68,-75.48,Northampton County,16693
18069,PA,117921,Orefield,40.62,-75.6,Lehigh County,7222
18070,PA,59526,Palm,40.43,-75.53,Montgomery County,801
18071,PA,56756,Palmerton,40.8,-75.61,Carbon County,8987
18072,PA,59830,Pen Argyl,40.86,-75.25,Northampton County,6059
18073,PA,76920,Pennsburg,40.39,-75.49,Montgomery County,7762
18074,PA,82969,Perkiomenville,40.32,-75.51,Montgomery County,4576
18076,PA,59102,Red Hill,40.37,-75.48,Montgomery County,2474
18077,PA,96442,Riegelsville,40.59,-75.19,Bucks County,1938
18078,PA,87929,Schnecksville,40.67,-75.61,Lehigh County,6560
18080,PA,58329,Slatington,40.75,-75.61,Lehigh County,10196
18087,PA,53251,Trexlertown,40.56,-75.6,Lehigh County,765
18088,PA,62964,Walnutport,40.75,-75.59,Northampton County,7590
18091,PA,66168,Wind Gap,40.84,-75.29,Northampton County,5275
18092,PA,109815,Zionsville,40.47,-75.52,Lehigh County,2807
18101,PA,33211,Allentown,40.59,-75.47,Lehigh County,2150
18102,PA,27335,Allentown,40.59,-75.47,Lehigh County,36863
18103,PA,59424,Allentown,40.59,-75.47,Lehigh County,38997
18104,PA,80985,Allentown,40.59,-75.47,Lehigh County,36028
18106,PA,89396,Allentown,40.59,-75.47,Lehigh County,6412
18109,PA,37118,Allentown,40.59,-75.47,Lehigh County,13756
18201,PA,33394,Hazleton,40.95,-75.97,Luzerne County,21190
18202,PA,45497,Hazleton,40.96,-76,Luzerne County,9331
18210,PA,52224,Albrightsville,40.96,-75.61,Carbon County,6030
18211,PA,64384,Andreas,40.74,-75.82,Schuylkill County,1221
18214,PA,61883,Barnesville,40.79,-76.08,Schuylkill County,1939
18216,PA,42372,Beaver Meadows,40.92,-75.91,Carbon County,1090
18218,PA,39480,Coaldale,40.82,-75.91,Schuylkill County,1824
18222,PA,69761,Drums,41.01,-75.99,Luzerne County,7789
18224,PA,40630,Freeland,41.01,-75.89,Luzerne County,4903
18229,PA,57638,Jim Thorpe,40.87,-75.73,Carbon County,7215
18232,PA,34996,Lansford,40.83,-75.88,Carbon County,2869
18235,PA,56977,Lehighton,40.83,-75.71,Carbon County,16083
18237,PA,40295,Mcadoo,40.9,-75.99,Schuylkill County,2684
18240,PA,51854,Nesquehoning,40.86,-75.82,Carbon County,3121
18241,PA,43025,Nuremberg,40.93,-76.18,Schuylkill County,543
18249,PA,81370,Sugarloaf,40.99,-76.08,Luzerne County,3506
18250,PA,48261,Summit Hill,40.82,-75.84,Carbon County,2585
18252,PA,48431,Tamaqua,40.8,-75.93,Schuylkill County,9269
18255,PA,53433,Weatherly,40.94,-75.82,Carbon County,3686
18301,PA,59551,East Stroudsburg,41,-75.17,Monroe County,20252
18302,PA,58864,East Stroudsburg,41.02,-75.18,Monroe County,12699
18321,PA,54616,Bartonsville,41,-75.29,Monroe County,1795
18322,PA,56101,Brodheadsville,40.92,-75.4,Monroe County,2676
18324,PA,49023,Bushkill,41.09,-75,Pike County,8015
18325,PA,55861,Canadensis,41.24,-75.22,Pike County,2012
18326,PA,57924,Cresco,41.16,-75.25,Monroe County,3792
18328,PA,60239,Dingmans Ferry,41.22,-74.87,Pike County,6833
18330,PA,55580,Effort,40.96,-75.45,Monroe County,7179
18331,PA,45100,Gilbert,40.9,-75.43,Monroe County,751
18332,PA,57341,Henryville,41.09,-75.26,Monroe County,2439
18333,PA,57233,Kresgeville,40.89,-75.5,Monroe County,1051
18334,PA,53398,Long Pond,41.05,-75.44,Monroe County,2928
18336,PA,56650,Matamoras,41.35,-74.7,Pike County,2910
18337,PA,75017,Milford,41.32,-74.8,Pike County,12850
18343,PA,70486,Mount Bethel,40.9,-75.11,Northampton County,3447
18344,PA,45867,Mount Pocono,41.12,-75.35,Monroe County,3029
18346,PA,49483,Pocono Summit,41.1,-75.42,Monroe County,2941
18347,PA,54297,Pocono Lake,41.11,-75.56,Monroe County,2460
18350,PA,107861,Pocono Pines,41.11,-75.45,Monroe County,1465
18352,PA,61274,Reeders,40.99,-75.27,Monroe County,684
18353,PA,60936,Saylorsburg,40.9,-75.36,Monroe County,10795
18354,PA,62347,Sciota,40.92,-75.28,Monroe County,1105
18355,PA,60225,Scotrun,41.07,-75.33,Monroe County,1255
18360,PA,63170,Stroudsburg,40.98,-75.19,Monroe County,22854
18370,PA,64275,Swiftwater,41.08,-75.36,Monroe County,982
18371,PA,64402,Tamiment,41.14,-75.02,Pike County,560
18372,PA,64818,Tannersville,41.04,-75.33,Monroe County,2615
18403,PA,64948,Archbald,41.5,-75.53,Lackawanna County,6187
18405,PA,56185,Beach Lake,41.6,-75.15,Wayne County,1980
18407,PA,46832,Carbondale,41.57,-75.5,Lackawanna County,11187
18411,PA,91967,Clarks Summit,41.48,-75.7,Lackawanna County,19464
18414,PA,80577,Dalton,41.53,-75.73,Lackawanna County,4924
18415,PA,57314,Damascus,41.7,-75.06,Wayne County,970
18417,PA,52808,Equinunk,41.85,-75.22,Wayne County,890
18419,PA,59240,Factoryville,41.56,-75.78,Wyoming County,3759
18421,PA,53490,Forest City,41.65,-75.46,Susquehanna County,4034
18424,PA,58702,Gouldsboro,41.24,-75.45,Lackawanna County,4633
18425,PA,51373,Greeley,41.42,-74.99,Pike County,934
18426,PA,57327,Greentown,41.32,-75.3,Pike County,3370
18428,PA,62377,Hawley,41.47,-75.18,Pike County,9695
18431,PA,55739,Honesdale,41.57,-75.25,Wayne County,10706
18433,PA,55383,Jermyn,41.52,-75.54,Lackawanna County,5718
18434,PA,47673,Jessup,41.46,-75.55,Lackawanna County,3514
18435,PA,74503,Lackawaxen,41.48,-74.98,Pike County,839
18436,PA,64285,Lake Ariel,41.45,-75.38,Wayne County,10997
18438,PA,95616,Lakeville,41.43,-75.27,Wayne County,924
18439,PA,62362,Lakewood,41.85,-75.38,Wayne County,433
18443,PA,59983,Milanville,41.67,-75.06,Wayne County,0
18444,PA,72447,Moscow,41.33,-75.52,Lackawanna County,11721
18445,PA,55715,Newfoundland,41.3,-75.32,Wayne County,1878
18446,PA,54601,Nicholson,41.62,-75.78,Wyoming County,3133
18447,PA,52705,Olyphant,41.45,-75.59,Lackawanna County,8911
18451,PA,97347,Paupack,41.39,-75.19,Pike County,427
18452,PA,53181,Peckville,41.47,-75.57,Lackawanna County,4085
18453,PA,56312,Pleasant Mount,41.73,-75.43,Wayne County,881
18456,PA,51280,Prompton,41.58,-75.32,Wayne County,0
18458,PA,74299,Shohola,41.47,-74.91,Pike County,2440
18461,PA,46492,Starlight,41.9,-75.33,Wayne County,0
18462,PA,64636,Starrucca,41.9,-75.46,Wayne County,0
18464,PA,86355,Tafton,41.4,-75.18,Pike County,1166
18465,PA,52644,Thompson,41.86,-75.51,Susquehanna County,1099
18466,PA,42797,Tobyhanna,41.18,-75.43,Monroe County,12134
18469,PA,59815,Tyler Hill,41.69,-75.1,Wayne County,0
18470,PA,70128,Union Dale,41.71,-75.49,Susquehanna County,1852
18472,PA,53573,Waymart,41.58,-75.4,Wayne County,3522
18503,PA,40104,Scranton,41.4,-75.66,Lackawanna County,330
18504,PA,43039,Scranton,41.4,-75.66,Lackawanna County,16957
18505,PA,42980,Scranton,41.4,-75.66,Lackawanna County,15444
18507,PA,89794,Moosic,41.35,-75.72,Lackawanna County,4468
18508,PA,37610,Scranton,41.4,-75.66,Lackawanna County,8652
18509,PA,55224,Scranton,41.4,-75.66,Lackawanna County,9171
18510,PA,43869,Scranton,41.4,-75.66,Lackawanna County,7607
18512,PA,54591,Scranton,41.4,-75.66,Lackawanna County,10536
18517,PA,42980,Taylor,41.39,-75.71,Lackawanna County,4395
18518,PA,54822,Old Forge,41.37,-75.73,Lackawanna County,7135
18519,PA,46271,Scranton,41.47,-75.62,Lackawanna County,4523
18603,PA,48526,Berwick,41.05,-76.24,Columbia County,15678
18610,PA,52838,Blakeslee,41.04,-75.52,Monroe County,3913
18612,PA,83899,Dallas,41.33,-75.96,Luzerne County,12867
18614,PA,60776,Dushore,41.52,-76.39,Sullivan County,2093
18615,PA,56634,Falls,41.46,-75.84,Wyoming County,1738
18616,PA,51478,Forksville,41.49,-76.6,Sullivan County,611
18617,PA,38038,Glen Lyon,41.17,-76.07,Luzerne County,1419
18618,PA,72555,Harveys Lake,41.37,-76.02,Luzerne County,3226
18621,PA,55725,Hunlock Creek,41.2,-76.06,Luzerne County,4390
18622,PA,49885,Huntington Mills,41.19,-76.23,Luzerne County,0
18623,PA,58898,Laceyville,41.64,-76.16,Bradford County,2240
18628,PA,51718,Lopez,41.45,-76.29,Sullivan County,0
18629,PA,73343,Mehoopany,41.56,-76.06,Wyoming County,1566
18630,PA,74298,Meshoppen,41.61,-76.04,Susquehanna County,2880
18632,PA,42468,Mildred,41.47,-76.37,Sullivan County,0
18634,PA,43716,Nanticoke,41.2,-76,Luzerne County,10886
18635,PA,55471,Nescopeck,41.05,-76.21,Luzerne County,3379
18636,PA,49752,Noxen,41.42,-76.05,Wyoming County,1140
18640,PA,55667,Pittston,41.32,-75.78,Luzerne County,14000
18641,PA,50111,Pittston,41.32,-75.78,Luzerne County,5823
18642,PA,54989,Duryea,41.34,-75.75,Luzerne County,3677
18643,PA,55269,Pittston,41.32,-75.78,Luzerne County,10804
18644,PA,63768,Wyoming,41.3,-75.84,Luzerne County,6696
18651,PA,38385,Plymouth,41.24,-75.95,Luzerne County,7179
18655,PA,54703,Shickshinny,41.15,-76.15,Luzerne County,5212
18656,PA,56975,Sweet Valley,41.28,-76.15,Luzerne County,1890
18657,PA,62942,Tunkhannock,41.53,-75.94,Wyoming County,9918
18660,PA,59102,Wapwallopen,41.06,-76.07,Luzerne County,3337
18661,PA,52779,White Haven,41.06,-75.77,Luzerne County,4681
18701,PA,51120,Wilkes Barre,41.24,-75.87,Luzerne County,890
18702,PA,44816,Wilkes Barre,41.24,-75.87,Luzerne County,29558
18704,PA,52339,Kingston,41.26,-75.88,Luzerne County,25974
18705,PA,46343,Wilkes Barre,41.24,-75.87,Luzerne County,12443
18706,PA,46113,Wilkes Barre,41.24,-75.87,Luzerne County,13116
18707,PA,93093,Mountain Top,41.16,-75.9,Luzerne County,14133
18708,PA,103536,Shavertown,41.31,-75.95,Luzerne County,8184
18709,PA,39479,Luzerne,41.28,-75.89,Luzerne County,2332
18801,PA,62270,Montrose,41.83,-75.87,Susquehanna County,7043
18810,PA,57966,Athens,41.95,-76.51,Bradford County,4909
18812,PA,89528,Brackney,41.98,-75.92,Susquehanna County,1429
18818,PA,63106,Friendsville,41.91,-76.04,Susquehanna County,1089
18821,PA,46458,Great Bend,41.97,-75.74,Susquehanna County,961
18822,PA,46699,Hallstead,41.96,-75.74,Susquehanna County,3006
18823,PA,78610,Harford,41.78,-75.7,Susquehanna County,0
18824,PA,66913,Hop Bottom,41.7,-75.76,Susquehanna County,1154
18826,PA,84131,Kingsley,41.76,-75.78,Susquehanna County,1444
18828,PA,49707,Lawton,41.78,-76.06,Susquehanna County,0
18829,PA,64702,Le Raysville,41.83,-76.18,Bradford County,673
18830,PA,66039,Little Meadows,41.99,-76.13,Susquehanna County,627
18831,PA,54085,Milan,41.9,-76.52,Bradford County,1041
18832,PA,48852,Monroeton,41.71,-76.47,Bradford County,1411
18833,PA,57825,New Albany,41.6,-76.44,Bradford County,1625
18834,PA,68567,New Milford,41.87,-75.72,Susquehanna County,2905
18837,PA,49361,Rome,41.85,-76.34,Bradford County,2584
18840,PA,60529,Sayre,41.97,-76.51,Bradford County,8644
18842,PA,73307,South Gibson,41.73,-75.63,Susquehanna County,0
18844,PA,68202,Springville,41.69,-75.91,Susquehanna County,1520
18845,PA,63773,Stevensville,41.76,-76.17,Bradford County,0
18846,PA,73289,Sugar Run,41.64,-76.24,Bradford County,663
18847,PA,58627,Susquehanna,41.94,-75.6,Susquehanna County,4417
18848,PA,58686,Towanda,41.76,-76.44,Bradford County,7488
18850,PA,52578,Ulster,41.84,-76.5,Bradford County,2092
18851,PA,52466,Warren Center,41.93,-76.18,Bradford County,614
18853,PA,65288,Wyalusing,41.66,-76.26,Bradford County,3633
18854,PA,48224,Wysox,41.77,-76.39,Bradford County,1298
18901,PA,126474,Doylestown,40.31,-75.12,Bucks County,25185
18902,PA,167543,Doylestown,40.36,-75.09,Bucks County,16495
18913,PA,212717,Carversville,40.39,-75.06,Bucks County,421
18914,PA,106644,Chalfont,40.28,-75.2,Bucks County,18039
18915,PA,86296,Colmar,40.27,-75.26,Montgomery County,1256
18917,PA,65388,Dublin,40.37,-75.2,Bucks County,1831
18920,PA,168630,Erwinna,40.49,-75.08,Bucks County,612
18923,PA,124071,Fountainville,40.33,-75.15,Bucks County,993
18925,PA,162262,Furlong,40.29,-75.05,Bucks County,4806
18929,PA,126910,Jamison,40.25,-75.08,Bucks County,8215
18930,PA,87898,Kintnersville,40.53,-75.21,Bucks County,2220
18932,PA,110303,Line Lexington,40.29,-75.25,Bucks County,502
18936,PA,97810,Montgomeryville,40.24,-75.24,Montgomery County,0
18938,PA,272214,New Hope,40.36,-74.95,Bucks County,11903
18940,PA,213064,Newtown,40.22,-74.93,Bucks County,27529
18942,PA,89607,Ottsville,40.46,-75.15,Bucks County,2561
18944,PA,92267,Perkasie,40.37,-75.29,Bucks County,20771
18947,PA,118737,Pipersville,40.43,-75.1,Bucks County,5133
18951,PA,69195,Quakertown,40.43,-75.34,Bucks County,29756
18954,PA,130561,Richboro,40.22,-75,Bucks County,9580
18955,PA,59927,Richlandtown,40.47,-75.32,Bucks County,1308
18960,PA,74270,Sellersville,40.36,-75.3,Bucks County,11241
18964,PA,75435,Souderton,40.31,-75.32,Montgomery County,12365
18966,PA,103042,Southampton,40.18,-75,Bucks County,36515
18969,PA,79295,Telford,40.32,-75.32,Montgomery County,13427
18972,PA,83944,Upper Black Eddy,40.53,-75.12,Bucks County,2643
18974,PA,85173,Warminster,40.21,-75.07,Bucks County,37329
18976,PA,100247,Warrington,40.25,-75.14,Bucks County,18088
18977,PA,197120,Washington Crossing,40.28,-74.87,Bucks County,4027
19001,PA,74465,Abington,40.12,-75.12,Montgomery County,15006
19002,PA,161017,Ambler,40.15,-75.22,Montgomery County,28814
19003,PA,124642,Ardmore,40,-75.29,Delaware County,10660
19004,PA,182951,Bala Cynwyd,40.01,-75.22,Montgomery County,9165
19006,PA,148413,Huntingdon Valley,40.13,-75.06,Montgomery County,19754
19007,PA,48518,Bristol,40.1,-74.85,Bucks County,17778
19008,PA,94911,Broomall,39.96,-75.35,Delaware County,18432
19010,PA,345612,Bryn Mawr,40.02,-75.31,Delaware County,15730
19012,PA,76225,Cheltenham,40.05,-75.1,Montgomery County,5933
19013,PA,29554,Chester,39.84,-75.37,Delaware County,21559
19014,PA,73401,Aston,39.86,-75.43,Delaware County,18502
19015,PA,53348,Brookhaven,39.87,-75.39,Delaware County,13552
19018,PA,54116,Clifton Heights,39.92,-75.29,Delaware County,19766
19020,PA,64007,Bensalem,40.1,-74.93,Bucks County,47276
19021,PA,49992,Croydon,40.09,-74.89,Bucks County,8630
19022,PA,40537,Crum Lynne,39.86,-75.33,Delaware County,2710
19023,PA,35383,Darby,39.92,-75.26,Delaware County,16055
19025,PA,171564,Dresher,40.14,-75.16,Montgomery County,5352
19026,PA,68872,Drexel Hill,39.94,-75.3,Delaware County,26723
19027,PA,92209,Elkins Park,40.07,-75.12,Montgomery County,16454
19029,PA,51267,Essington,39.86,-75.28,Delaware County,3453
19030,PA,63345,Fairless Hills,40.17,-74.85,Bucks County,11015
19031,PA,148057,Flourtown,40.1,-75.2,Montgomery County,4002
19032,PA,43826,Folcroft,39.88,-75.27,Delaware County,5451
19033,PA,63133,Folsom,39.89,-75.32,Delaware County,6874
19034,PA,226962,Fort Washington,40.13,-75.19,Montgomery County,6067
19035,PA,981195,Gladwyne,40.04,-75.28,Montgomery County,3761
19036,PA,50455,Glenolden,39.89,-75.29,Delaware County,10991
19038,PA,104546,Glenside,40.1,-75.15,Montgomery County,26925
19040,PA,72805,Hatboro,40.17,-75.1,Montgomery County,18843
19041,PA,398634,Haverford,40,-75.31,Delaware County,4830
19043,PA,59342,Holmes,39.9,-75.3,Delaware County,2430
19044,PA,82826,Horsham,40.18,-75.13,Montgomery County,14168
19046,PA,138342,Jenkintown,40.09,-75.12,Montgomery County,17162
19047,PA,94804,Langhorne,40.17,-74.91,Bucks County,30760
19050,PA,50789,Lansdowne,39.94,-75.27,Delaware County,23056
19053,PA,77116,Feasterville Trevose,40.14,-74.98,Bucks County,24238
19054,PA,58853,Levittown,40.15,-74.85,Bucks County,15140
19055,PA,53843,Levittown,40.15,-74.85,Bucks County,11766
19056,PA,64332,Levittown,40.15,-74.85,Bucks County,13810
19057,PA,54979,Levittown,40.15,-74.85,Bucks County,14645
19060,PA,148546,Garnet Valley,39.84,-75.49,Delaware County,0
19061,PA,55261,Marcus Hook,39.81,-75.41,Delaware County,26101
19063,PA,138772,Media,39.91,-75.38,Delaware County,31040
19064,PA,92542,Springfield,39.93,-75.34,Delaware County,22318
19066,PA,326324,Merion Station,40,-75.24,Montgomery County,5008
19067,PA,123697,Morrisville,40.2,-74.78,Bucks County,47005
19070,PA,68927,Morton,39.91,-75.32,Delaware County,6334
19072,PA,220682,Narberth,40,-75.26,Montgomery County,8771
19073,PA,229261,Newtown Square,39.97,-75.43,Delaware County,16449
19074,PA,57315,Norwood,39.88,-75.29,Delaware County,5208
19075,PA,95327,Oreland,40.11,-75.18,Montgomery County,6573
19076,PA,56718,Prospect Park,39.88,-75.3,Delaware County,5397
19078,PA,65305,Ridley Park,39.87,-75.32,Delaware County,9956
19079,PA,39763,Sharon Hill,39.9,-75.26,Delaware County,7196
19081,PA,134400,Swarthmore,39.9,-75.34,Delaware County,8194
19082,PA,36441,Upper Darby,39.96,-75.27,Delaware County,30828
19083,PA,95241,Havertown,39.97,-75.31,Delaware County,32532
19085,PA,633478,Villanova,40.03,-75.35,Delaware County,5346
19086,PA,124247,Wallingford,39.89,-75.37,Delaware County,10584
19087,PA,234335,Wayne,40.06,-75.4,Chester County,27128
19090,PA,64845,Willow Grove,40.14,-75.11,Montgomery County,16854
19094,PA,55459,Woodlyn,39.87,-75.34,Delaware County,3711
19095,PA,90700,Wyncote,40.09,-75.14,Montgomery County,5124
19096,PA,209616,Wynnewood,39.99,-75.27,Montgomery County,12684
19102,PA,167452,Philadelphia,39.95,-75.16,Philadelphia County,3209
19103,PA,217878,Philadelphia,39.95,-75.16,Philadelphia County,15861
19104,PA,42383,Philadelphia,39.95,-75.16,Philadelphia County,19073
19106,PA,212949,Philadelphia,39.95,-75.16,Philadelphia County,7869
19107,PA,88923,Philadelphia,39.95,-75.16,Philadelphia County,7363
19111,PA,45958,Philadelphia,40.06,-75.07,Philadelphia County,46925
19114,PA,56476,Philadelphia,39.95,-75.16,Philadelphia County,25060
19115,PA,58110,Philadelphia,39.95,-75.16,Philadelphia County,26806
19116,PA,57204,Philadelphia,39.95,-75.16,Philadelphia County,25751
19118,PA,206853,Philadelphia,39.95,-75.16,Philadelphia County,7573
19119,PA,88211,Philadelphia,39.95,-75.16,Philadelphia County,20484
19120,PA,32774,Philadelphia,39.95,-75.16,Philadelphia County,47539
19121,PA,32056,Philadelphia,39.95,-75.16,Philadelphia County,17926
19122,PA,49105,Philadelphia,39.95,-75.16,Philadelphia County,9856
19123,PA,93590,Philadelphia,39.95,-75.16,Philadelphia County,7858
19124,PA,31533,Philadelphia,39.95,-75.16,Philadelphia County,43982
19125,PA,68912,Philadelphia,39.95,-75.16,Philadelphia County,14595
19126,PA,43507,Philadelphia,39.95,-75.16,Philadelphia County,11493
19127,PA,69113,Philadelphia,39.95,-75.16,Philadelphia County,3454
19128,PA,71360,Philadelphia,39.95,-75.16,Philadelphia County,27042
19129,PA,74455,Philadelphia,39.95,-75.16,Philadelphia County,7175
19130,PA,99141,Philadelphia,39.95,-75.16,Philadelphia County,16367
19131,PA,41729,Philadelphia,39.95,-75.16,Philadelphia County,26989
19132,PA,28063,Philadelphia,39.95,-75.16,Philadelphia County,22486
19133,PA,25794,Philadelphia,39.95,-75.16,Philadelphia County,15096
19134,PA,32591,Philadelphia,39.95,-75.16,Philadelphia County,35741
19135,PA,37339,Philadelphia,39.95,-75.16,Philadelphia County,22906
19136,PA,46200,Philadelphia,39.95,-75.16,Philadelphia County,25639
19137,PA,49853,Philadelphia,39.95,-75.16,Philadelphia County,6308
19138,PA,36381,Philadelphia,39.95,-75.16,Philadelphia County,22980
19139,PA,31195,Philadelphia,39.95,-75.16,Philadelphia County,25515
