zipcode,state,total_pop,avg_income
46914,IN,920,48634.78
46915,IN,360,52422.22
46917,IN,830,54240.96
46919,IN,1020,57164.71
46920,IN,500,63820.0
46923,IN,3810,52984.25
46926,IN,770,54236.36
46928,IN,2150,47816.28
46929,IN,1500,55260.0
46930,IN,100,38020.0
46932,IN,1640,57128.05
46933,IN,3080,43027.6
46936,IN,2820,64309.93
46938,IN,1370,46324.82
46939,IN,890,50984.27
46940,IN,1100,56533.64
46941,IN,520,55434.62
46943,IN,140,31435.71
46947,IN,12890,45733.82
46950,IN,310,52622.58
46951,IN,950,48097.89
46952,IN,9010,51974.14
46953,IN,8800,38115.91
46960,IN,520,46667.31
46962,IN,4090,60346.45
46970,IN,10580,46559.55
46974,IN,800,51087.5
46975,IN,6480,54764.81
46978,IN,990,50782.83
46979,IN,2370,69434.18
46982,IN,1220,52084.43
46985,IN,660,48643.94
46986,IN,860,58513.95
46988,IN,370,45316.22
46989,IN,1640,54045.12
46990,IN,390,61912.82
46991,IN,740,46977.03
46992,IN,7650,59077.25
46994,IN,1260,57399.21
46996,IN,3130,51768.05
47001,IN,5050,53515.05
47003,IN,410,45860.98
47006,IN,6030,79442.79
47010,IN,120,63133.33
47011,IN,400,55022.5
47012,IN,4720,57363.98
47016,IN,470,61353.19
47017,IN,280,52596.43
47018,IN,2060,53447.09
47020,IN,470,49057.45
47022,IN,1610,76939.13
47023,IN,720,48366.67
47024,IN,1200,44585.83
47025,IN,11210,67238.09
47030,IN,710,44719.72
47031,IN,2460,51464.63
47032,IN,1710,53383.04
47036,IN,550,71116.36
47037,IN,1960,49028.57
47038,IN,480,48591.67
47040,IN,2380,55552.52
47041,IN,2950,55855.59
47042,IN,1970,49708.12
47043,IN,2250,45872.89
47060,IN,3350,67875.22
47102,IN,2770,42010.47
47106,IN,2230,67909.87
47108,IN,960,43188.54
47110,IN,200,40660.0
47111,IN,7640,61477.23
47112,IN,7940,58068.26
47114,IN,210,48180.95
47115,IN,1130,54167.26
47116,IN,320,38981.25
47117,IN,1990,56526.63
47118,IN,1400,41513.57
47119,IN,5900,113209.15
47120,IN,420,46557.14
47122,IN,5330,74090.43
47124,IN,2340,81610.68
47125,IN,710,49869.01
47126,IN,2110,66215.64
47129,IN,9320,40454.4
47130,IN,23510,53325.73
47135,IN,590,50510.17
47136,IN,2310,75181.39
47137,IN,580,48455.17
47138,IN,1950,49990.26
47140,IN,1150,41143.48
47141,IN,760,53873.68
47142,IN,370,45259.46
47143,IN,1790,63674.3
47145,IN,880,44677.27
47147,IN,460,54080.43
47150,IN,23630,52978.16
47161,IN,1740,52232.76
47162,IN,450,48013.33
47163,IN,710,55118.31
47164,IN,1620,54804.32
47165,IN,2660,49952.63
47166,IN,710,50425.35
47167,IN,7000,48442.71
47170,IN,6610,47548.71
47172,IN,9140,72780.74
47175,IN,390,45051.28
47177,IN,600,56525.0
47201,IN,21680,73802.03
47203,IN,13020,74497.0
47220,IN,2520,59841.67
47223,IN,650,45269.23
47224,IN,220,42954.55
47227,IN,720,47904.17
47229,IN,1460,49236.3
47230,IN,870,47783.91
47231,IN,510,44947.06
47232,IN,1160,57058.62
47234,IN,690,59176.81
47235,IN,870,53322.99
47240,IN,10470,55676.79
47243,IN,2340,50113.68
47244,IN,350,55280.0
47246,IN,1950,56175.9
47250,IN,10070,55672.99
47260,IN,800,44127.5
47264,IN,590,48516.95
47265,IN,9180,47351.2
47270,IN,330,49763.64
47272,IN,890,48523.6
47273,IN,880,54872.73
47274,IN,15050,56615.15
47281,IN,690,60524.64
47283,IN,1660,48518.07
47302,IN,11310,36072.77
47303,IN,9270,41298.49
47304,IN,13910,61390.58
47305,IN,1340,32047.01
47320,IN,1890,55078.84
47325,IN,290,44131.03
47326,IN,780,47106.41
47327,IN,1940,46862.89
47330,IN,2540,56537.4
47331,IN,9700,46603.61
47334,IN,1560,56433.97
47336,IN,1580,43825.95
47338,IN,1260,49412.7
47339,IN,290,48744.83
47340,IN,1350,49531.11
47341,IN,1010,49836.63
47342,IN,1190,56245.38
47345,IN,610,55142.62
47346,IN,1810,52381.77
47348,IN,4310,46784.69
47352,IN,440,52429.55
47353,IN,2680,49076.87
47354,IN,490,49679.59
47355,IN,1210,46124.79
47356,IN,2750,55586.55
47357,IN,540,51120.37
47358,IN,420,47892.86
47359,IN,1370,46491.24
47360,IN,680,55858.82
47362,IN,12210,47253.64
47368,IN,1240,51623.39
47369,IN,540,42637.04
47371,IN,5350,50222.99
47373,IN,960,42906.25
47374,IN,19730,47776.79
47380,IN,870,44817.24
47383,IN,1330,57284.96
47384,IN,970,51777.32
47385,IN,790,49310.13
47386,IN,570,56287.72
47387,IN,340,46014.71
47390,IN,2230,41282.96
47393,IN,660,53127.27
47394,IN,3630,46964.46
47396,IN,3590,73521.17
47401,IN,18190,86845.68
47403,IN,15420,52806.61
47404,IN,9680,54109.3
47406,IN,200,8885.0
47408,IN,7860,82174.55
47421,IN,12810,52293.52
47424,IN,4110,55044.77
47427,IN,420,42928.57
47429,IN,3770,53584.62
47431,IN,620,45500.0
47432,IN,2150,43305.12
47433,IN,1780,51411.24
47436,IN,710,54200.0
47438,IN,1840,46809.24
47441,IN,4080,48755.64
47443,IN,490,47269.39
47446,IN,4240,46965.8
47448,IN,3910,63658.82
47449,IN,230,53847.83
47451,IN,610,44957.38
47452,IN,2140,45833.64
47453,IN,190,49831.58
47454,IN,3280,44087.2
47456,IN,550,54570.91
47459,IN,1620,53941.36
47460,IN,5390,49916.14
47462,IN,2240,57251.34
47465,IN,300,55770.0
47468,IN,640,73810.94
47469,IN,840,49215.48
47470,IN,710,49714.08
47471,IN,1190,49526.05
47501,IN,8190,50807.69
47512,IN,1540,43696.75
47513,IN,990,49745.45
47514,IN,160,46887.5
47515,IN,380,48494.74
47516,IN,590,63711.86
47519,IN,260,55996.15
47520,IN,1350,47109.63
47521,IN,500,60604.0
47522,IN,110,55536.36
47523,IN,1580,50677.85
47524,IN,210,50819.05
47525,IN,160,66087.5
47527,IN,1000,52732.0
47528,IN,320,53237.5
47529,IN,430,50851.16
47531,IN,450,60348.89
47532,IN,2360,78270.76
47537,IN,400,51697.5
47541,IN,620,61598.39
47542,IN,4930,56720.89
47546,IN,11340,73407.5
47550,IN,370,61805.41
47551,IN,260,60638.46
47553,IN,4000,55040.25
47557,IN,630,57196.83
47558,IN,2030,57088.18
47561,IN,680,59551.47
47562,IN,2020,64736.63
47564,IN,620,59920.97
47567,IN,2640,53245.83
47568,IN,380,47421.05
47575,IN,550,54812.73
47576,IN,180,47933.33
47577,IN,490,48657.14
47578,IN,330,50833.33
47579,IN,1360,77354.41
47580,IN,130,62515.38
47581,IN,1580,48524.05
47585,IN,210,52447.62
47586,IN,5300,50815.09
47588,IN,290,48237.93
47590,IN,360,57619.44
47591,IN,11330,54775.55
47597,IN,480,59000.0
47598,IN,1470,50042.18
47601,IN,6550,59441.53
47610,IN,2630,52474.52
47611,IN,530,51209.43
47612,IN,420,56507.14
47613,IN,1250,76305.6
47615,IN,710,51261.97
47616,IN,130,47138.46
47619,IN,790,58625.32
47620,IN,6070,65571.0
47630,IN,17920,93786.1
47631,IN,960,65482.29
47633,IN,1300,67983.08
47634,IN,1030,52749.51
47635,IN,2480,55208.06
47637,IN,690,48685.51
47638,IN,1700,70558.24
47639,IN,2280,79048.68
47640,IN,420,56473.81
47648,IN,2130,59368.54
47649,IN,640,55098.44
47660,IN,2180,48553.67
47665,IN,1720,59494.77
47666,IN,700,48992.86
47670,IN,5790,50732.3
47708,IN,300,107293.33
47710,IN,8150,44251.53
47711,IN,15050,52692.43
47712,IN,11140,57957.18
47713,IN,4220,33156.64
47714,IN,15280,45451.51
47715,IN,14510,60568.85
47720,IN,8350,68769.7
47725,IN,9100,102122.09
47802,IN,14770,57858.84
47803,IN,9990,60249.15
47804,IN,4470,34864.43
47805,IN,6210,55116.91
47807,IN,3910,34028.13
47832,IN,470,48727.66
47833,IN,490,43571.43
47834,IN,8610,52322.76
47837,IN,520,47680.77
47838,IN,950,47648.42
47840,IN,700,58654.29
47841,IN,930,47977.42
47842,IN,4360,49590.83
47846,IN,310,55487.1
47847,IN,460,51747.83
47848,IN,700,50294.29
47849,IN,210,57623.81
47850,IN,1080,50331.48
47854,IN,340,56626.47
47858,IN,310,53380.65
47859,IN,430,48590.7
47861,IN,260,49269.23
47862,IN,670,46089.55
47866,IN,180,46333.33
47868,IN,1170,45888.03
47872,IN,3180,53257.23
47874,IN,1520,49061.84
47879,IN,1310,45583.21
47882,IN,3820,53002.09
47885,IN,4090,48823.47
47901,IN,1790,45769.27
47904,IN,7430,36732.71
47905,IN,20320,66274.41
47906,IN,21350,83772.08
47909,IN,20220,57147.28
47917,IN,180,42388.89
47918,IN,2770,52398.92
47920,IN,1280,77225.0
47921,IN,470,47234.04
47922,IN,700,48217.14
47923,IN,1780,57304.49
47926,IN,500,47858.0
47928,IN,800,49685.0
47929,IN,420,53745.24
47930,IN,530,57418.87
47932,IN,2490,57566.67
47933,IN,13010,52561.72
47940,IN,710,52192.96
47942,IN,340,50029.41
47943,IN,450,54864.44
47944,IN,1670,55184.43
47946,IN,890,60828.09
47948,IN,570,50966.67
47949,IN,590,49191.53
47950,IN,410,41039.02
47951,IN,1020,49044.12
47952,IN,1150,47646.96
47954,IN,1020,55890.2
47955,IN,470,48253.19
47957,IN,720,42830.56
47959,IN,1230,42706.5
47960,IN,7340,54732.97
47963,IN,930,47903.23
47967,IN,330,52030.3
47968,IN,490,58579.59
47970,IN,940,55251.06
47971,IN,840,48719.05
47974,IN,540,51394.44
47975,IN,340,67388.24
47977,IN,1070,64242.06
47978,IN,5050,53708.51
47980,IN,520,53040.38
47981,IN,410,66204.88
47987,IN,1740,49337.93
47989,IN,560,56342.86
47990,IN,810,53040.74
47991,IN,480,49383.33
47992,IN,730,65445.21
47993,IN,1840,55203.26
47994,IN,290,52996.55
47995,IN,790,57593.67
99999,IN,23710,56049.09
0,KS,1316420,70441.62
66002,KS,5340,55022.47
66006,KS,3380,72304.73
66007,KS,4480,83817.41
66008,KS,110,62663.64
66010,KS,230,40791.3
66012,KS,4880,65487.3
66013,KS,1040,173978.85
66014,KS,160,49406.25
66015,KS,340,45102.94
66016,KS,260,57065.38
66017,KS,130,68292.31
66018,KS,2970,76912.12
66020,KS,760,68006.58
66021,KS,1270,63135.43
66023,KS,470,50704.26
66025,KS,3600,64545.83
66026,KS,280,59178.57
66027,KS,1430,68795.8
66030,KS,10860,63355.8
66032,KS,2150,51002.79
66033,KS,350,54480.0
66035,KS,420,56042.86
66039,KS,240,42500.0
66040,KS,1600,55781.88
66041,KS,360,51461.11
66042,KS,350,60640.0
66043,KS,4330,66915.7
66044,KS,10770,56265.55
66046,KS,8680,48131.57
66047,KS,9260,80208.1
66048,KS,15340,58268.25
66049,KS,14880,87149.87
66050,KS,920,70265.22
66052,KS,940,75509.57
66053,KS,3760,83130.32
66054,KS,1280,57942.19
66056,KS,770,51676.62
66058,KS,150,49000.0
66060,KS,470,54910.64
66061,KS,28960,86212.67
66062,KS,35500,83648.06
66064,KS,2530,46832.41
66066,KS,1180,59650.0
66067,KS,7160,52628.63
66070,KS,1180,66336.44
66071,KS,5860,66631.4
66072,KS,450,58053.33
66073,KS,1100,62217.27
66075,KS,870,46691.95
66076,KS,970,52988.66
66078,KS,450,50046.67
66079,KS,350,61511.43
66080,KS,470,49461.7
66083,KS,5090,83189.78
66085,KS,4780,163786.61
66086,KS,4740,73429.75
66087,KS,890,57119.1
66088,KS,1030,57587.38
66090,KS,1130,54215.93
66091,KS,160,40287.5
66092,KS,1960,65445.92
66093,KS,260,57192.31
66094,KS,160,46393.75
66095,KS,430,46606.98
66097,KS,470,54382.98
66101,KS,4360,29775.46
66102,KS,11530,32965.39
66103,KS,5700,41542.46
66104,KS,11120,34569.06
66105,KS,970,28489.69
66106,KS,10740,41444.04
66109,KS,12160,67188.4
66111,KS,4070,47994.84
66112,KS,5960,42379.53
66202,KS,9360,60780.98
66203,KS,10020,54454.89
66204,KS,9710,54265.81
66205,KS,7170,132097.63
66206,KS,5140,201094.36
66207,KS,7320,139676.09
66208,KS,11080,209163.99
66209,KS,9950,166398.49
66210,KS,9970,77933.1
66211,KS,2740,458848.91
66212,KS,16740,63526.4
66213,KS,15100,107570.26
66214,KS,6230,60989.73
66215,KS,13470,73350.26
66216,KS,12570,85420.13
66217,KS,2730,124119.78
66218,KS,4100,104287.8
66219,KS,6800,84167.79
66220,KS,3990,166001.0
66221,KS,10190,247875.96
66223,KS,11780,114785.06
66224,KS,6170,269401.78
66226,KS,6370,110580.06
66227,KS,3790,122836.41
66401,KS,860,62040.7
66402,KS,1430,103945.45
66403,KS,350,50325.71
66404,KS,250,61372.0
66406,KS,210,46657.14
66407,KS,210,57371.43
66408,KS,240,67329.17
66409,KS,1580,78825.32
66411,KS,550,48325.45
66412,KS,160,55487.5
66413,KS,870,48445.98
66414,KS,1250,51268.0
66415,KS,400,59197.5
66416,KS,200,50050.0
66417,KS,170,58364.71
66418,KS,250,51552.0
66419,KS,190,47289.47
66422,KS,220,46968.18
66423,KS,370,56443.24
66424,KS,240,55825.0
66425,KS,230,46965.22
66427,KS,590,68593.22
66428,KS,170,42817.65
66429,KS,300,52976.67
66431,KS,260,53242.31
66432,KS,180,47105.56
66434,KS,2120,55460.85
66436,KS,2630,54214.07
66438,KS,150,49426.67
66439,KS,1090,40432.11
66440,KS,940,59537.23
66441,KS,11650,45120.09
66442,KS,5540,38213.54
66449,KS,360,49600.0
66451,KS,820,56973.17
66502,KS,16710,53607.3
66503,KS,7190,91937.83
66507,KS,530,68154.72
66508,KS,2040,59768.63
66509,KS,1120,47530.36
66510,KS,330,50857.58
66512,KS,1610,62511.18
66514,KS,750,68606.67
66515,KS,210,51047.62
66516,KS,160,49256.25
66517,KS,740,38554.05
66520,KS,280,68507.14
66521,KS,690,53517.39
66523,KS,1680,50767.26
66524,KS,1190,59168.91
66526,KS,340,56794.12
66528,KS,340,46197.06
66531,KS,640,59881.25
66532,KS,280,51125.0
66533,KS,800,60053.75
66534,KS,1760,71081.25
66535,KS,1340,66462.69
66536,KS,1660,63782.53
66537,KS,640,52284.38
66538,KS,1610,65060.25
66539,KS,1330,73087.22
66540,KS,230,45726.09
66542,KS,1690,72017.16
66543,KS,370,53462.16
66544,KS,160,53556.25
66546,KS,540,73235.19
66547,KS,3970,69982.12
66548,KS,410,56170.73
66549,KS,780,54447.44
66550,KS,270,45796.3
66552,KS,190,43005.26
66554,KS,250,58604.0
66603,KS,590,36227.12
66604,KS,11020,50737.66
66605,KS,8930,46138.07
66606,KS,5210,51243.57
66607,KS,3280,28788.72
66608,KS,2220,34619.82
66609,KS,3450,51210.14
66610,KS,4820,117962.66
66611,KS,4950,51363.03
66612,KS,740,28118.92
66614,KS,15640,70070.84
66615,KS,1610,78965.22
66616,KS,2640,35868.18
66617,KS,4410,63884.81
66618,KS,4670,75045.4
66619,KS,1400,39345.71
66701,KS,4890,45248.88
66710,KS,270,46111.11
66711,KS,220,42659.09
66712,KS,800,43932.5
66713,KS,2230,49282.06
66716,KS,200,37805.0
66717,KS,200,45850.0
66720,KS,4670,48570.66
66724,KS,420,42869.05
66725,KS,2290,50978.6
66733,KS,920,55129.35
66734,KS,150,48273.33
66735,KS,210,45819.05
66736,KS,1550,53784.52
66738,KS,180,43100.0
66739,KS,2110,42599.05
66740,KS,200,42235.0
66743,KS,1840,53195.65
66746,KS,100,42620.0
66748,KS,1190,50346.22
66749,KS,3320,45023.49
66751,KS,340,33111.76
66753,KS,460,52856.52
66754,KS,170,37488.24
66755,KS,470,46623.4
66756,KS,370,43413.51
66757,KS,1390,46417.99
66761,KS,100,43350.0
66762,KS,9670,58745.81
66763,KS,1510,51257.62
66767,KS,190,41878.95
66769,KS,210,40638.1
66770,KS,500,56968.0
66771,KS,450,48795.56
66772,KS,120,35375.0
66773,KS,320,54356.25
66776,KS,510,46194.12
66777,KS,210,44228.57
66779,KS,260,45984.62
66780,KS,220,41263.64
66781,KS,500,49046.0
66783,KS,930,47686.02
66801,KS,12210,50448.32
66830,KS,130,57753.85
66833,KS,270,47070.37
66834,KS,400,50767.5
66835,KS,530,52698.11
66839,KS,1830,65728.42
66840,KS,300,52280.0
66842,KS,130,55638.46
66845,KS,480,49687.5
66846,KS,1520,58517.11
66849,KS,230,53860.87
66851,KS,200,40340.0
66852,KS,280,56800.0
66853,KS,140,42950.0
66854,KS,350,49817.14
66856,KS,740,64175.68
66857,KS,400,56915.0
66858,KS,180,46522.22
66860,KS,530,52739.62
66861,KS,1400,53172.14
66864,KS,210,45042.86
66865,KS,500,61366.0
66866,KS,680,53869.12
66868,KS,280,57135.71
66869,KS,330,49860.61
66871,KS,570,64708.77
66872,KS,420,49090.48
66873,KS,130,38661.54
66901,KS,2740,47210.22
66933,KS,130,41061.54
66935,KS,1190,47363.87
66936,KS,140,44692.86
66937,KS,360,49602.78
66938,KS,440,50159.09
66939,KS,250,57528.0
66940,KS,140,42628.57
66941,KS,120,56691.67
66943,KS,230,51200.0
66944,KS,110,35645.45
66945,KS,500,53448.0
66948,KS,190,53531.58
66949,KS,270,43937.04
66951,KS,310,55780.65
66952,KS,180,44938.89
66953,KS,310,46738.71
66956,KS,550,45818.18
66958,KS,120,35966.67
66962,KS,140,70242.86
66966,KS,280,51439.29
66967,KS,1000,49582.0
66968,KS,760,47500.0
67001,KS,850,87860.0
67002,KS,6760,97915.68
67003,KS,1100,48920.0
67004,KS,330,46639.39
67005,KS,6610,49151.13
67008,KS,190,52757.89
67009,KS,290,50334.48
67010,KS,6100,61611.15
67013,KS,1320,58662.88
67017,KS,1120,97558.04
67019,KS,370,55591.89
67020,KS,750,54440.0
67022,KS,650,48106.15
67024,KS,270,67818.52
67025,KS,1790,73984.92
67026,KS,2160,72072.22
67029,KS,430,50088.37
67030,KS,1350,87655.56
67031,KS,950,59920.0
67035,KS,410,57263.41
67037,KS,13780,70854.28
67038,KS,220,51909.09
67039,KS,1480,63781.08
67042,KS,7070,53780.06
67045,KS,1420,47944.37
67047,KS,260,44496.15
67050,KS,910,73793.41
67051,KS,200,56300.0
67052,KS,3880,87327.06
67054,KS,510,55103.92
67056,KS,1380,57826.09
67058,KS,850,51828.24
67059,KS,390,49576.92
67060,KS,6300,53496.51
67062,KS,1780,67575.28
67063,KS,1540,60562.34
67066,KS,130,52230.77
67067,KS,970,76397.94
67068,KS,1890,56499.47
67070,KS,460,55956.52
67073,KS,140,47157.14
67074,KS,690,58823.19
67101,KS,2600,84318.46
67103,KS,150,57520.0
67104,KS,1060,51831.13
67106,KS,190,57605.26
67107,KS,1440,80285.42
67108,KS,760,64473.68
67109,KS,170,52594.12
67110,KS,3870,62516.28
67111,KS,160,43587.5
67114,KS,9840,54889.23
67117,KS,780,73652.56
67118,KS,340,57241.18
67119,KS,620,61182.26
67120,KS,630,67319.05
67123,KS,310,51464.52
67124,KS,3570,59158.54
67127,KS,260,51442.31
67131,KS,110,58318.18
67132,KS,150,50020.0
67133,KS,3080,72304.55
67134,KS,140,65121.43
67135,KS,1490,65241.61
67137,KS,230,48082.61
67138,KS,170,50023.53
67140,KS,310,57416.13
67142,KS,150,45900.0
67144,KS,1260,71465.08
67146,KS,830,63224.1
67147,KS,4760,70615.55
67149,KS,490,82453.06
67151,KS,190,63600.0
67152,KS,3930,53611.96
67154,KS,640,62926.56
67156,KS,6350,55329.61
67202,KS,1220,77809.02
67203,KS,13730,41603.93
67204,KS,9960,57310.44
67205,KS,9310,110494.2
67206,KS,8190,173329.91
67207,KS,13350,50911.99
67208,KS,8120,54366.38
67209,KS,6410,61231.51
67210,KS,3510,42813.68
67211,KS,8280,34003.74
67212,KS,21870,55810.88
67213,KS,8550,34022.57
67214,KS,5670,27906.17
67215,KS,2990,64942.47
67216,KS,9910,36509.49
67217,KS,13590,40189.26
67218,KS,10160,44229.82
67219,KS,5390,47582.75
67220,KS,6360,57408.49
67223,KS,240,132058.33
67226,KS,9860,88635.7
67227,KS,190,99052.63
67228,KS,980,178017.35
67230,KS,5490,168603.83
67232,KS,140,101135.71
67235,KS,6670,94057.57
67301,KS,5190,50651.64
67330,KS,670,53968.66
67333,KS,1130,49483.19
67335,KS,1390,45731.65
67336,KS,620,36053.23
67337,KS,4590,48654.68
67341,KS,160,40081.25
67342,KS,380,53484.21
67344,KS,350,47302.86
67346,KS,160,44743.75
67347,KS,170,57588.24
67349,KS,390,45802.56
67351,KS,160,49468.75
67352,KS,170,39776.47
67353,KS,220,43727.27
67354,KS,330,46327.27
67356,KS,1110,46574.77
67357,KS,5360,46291.04
67360,KS,130,40323.08
67361,KS,700,48522.86
67401,KS,23810,56492.27
67410,KS,4610,54018.0
67416,KS,530,58698.11
67420,KS,2050,54992.2
67422,KS,640,61275.0
67423,KS,120,42350.0
67425,KS,320,49612.5
67427,KS,160,52556.25
67428,KS,670,53480.6
67430,KS,300,47146.67
67431,KS,1090,56202.75
67432,KS,2770,52822.74
67436,KS,250,47052.0
67437,KS,500,50628.0
67438,KS,150,40213.33
67439,KS,1330,56854.14
67441,KS,470,45034.04
67443,KS,820,65563.41
67444,KS,220,47222.73
67445,KS,280,38942.86
67446,KS,270,57733.33
67447,KS,120,48333.33
67448,KS,600,53868.33
67449,KS,1230,46933.33
67450,KS,250,62584.0
67451,KS,420,54085.71
67454,KS,270,47674.07
67455,KS,770,48820.78
67456,KS,2130,60977.93
67457,KS,380,55502.63
67458,KS,120,39475.0
67460,KS,7210,65429.68
67464,KS,490,51971.43
67466,KS,270,41388.89
67467,KS,1260,51216.67
67468,KS,120,46816.67
67470,KS,250,54544.0
67473,KS,740,53483.78
67480,KS,780,55492.31
67481,KS,280,41275.0
67483,KS,130,52207.69
67484,KS,380,49823.68
67485,KS,150,50826.67
67487,KS,640,49228.12
67490,KS,450,49428.89
67491,KS,180,59405.56
67492,KS,120,42683.33
67501,KS,10050,36838.31
67502,KS,11110,72384.34
67505,KS,1150,45898.26
67510,KS,130,42592.31
67511,KS,140,50542.86
67514,KS,300,46940.0
67516,KS,150,48900.0
67520,KS,160,54062.5
67522,KS,890,63404.49
67523,KS,160,58543.75
67524,KS,250,52572.0
67525,KS,490,65804.08
67526,KS,1180,54442.37
67529,KS,150,53820.0
67530,KS,8100,54604.81
67543,KS,900,51003.33
67544,KS,1450,50400.0
67546,KS,1150,63233.91
67547,KS,840,51765.48
67548,KS,680,50442.65
67550,KS,2250,50711.56
67552,KS,290,54417.24
67554,KS,1780,50105.62
67556,KS,120,38708.33
67557,KS,280,43853.57
67560,KS,770,59601.3
67561,KS,640,46114.06
67563,KS,140,67564.29
67564,KS,130,55315.38
67565,KS,200,45260.0
67566,KS,280,46000.0
67567,KS,230,49713.04
67568,KS,120,41541.67
67570,KS,580,55686.21
67572,KS,190,61689.47
67575,KS,190,41026.32
67576,KS,840,51283.33
67578,KS,570,54200.0
67579,KS,1210,56492.56
67581,KS,130,49153.85
67583,KS,400,42917.5
67584,KS,110,63736.36
67601,KS,10700,61041.96
67621,KS,190,36936.84
67622,KS,230,45217.39
67625,KS,110,40027.27
67632,KS,110,38272.73
67634,KS,140,38535.71
67637,KS,1190,58443.7
67640,KS,220,51395.45
67642,KS,770,48918.18
67643,KS,110,41354.55
67645,KS,190,49284.21
67646,KS,300,47190.0
67647,KS,120,65016.67
67648,KS,210,41285.71
67649,KS,100,47770.0
67651,KS,190,47173.68
67653,KS,110,37336.36
67654,KS,1710,56393.57
67657,KS,150,49920.0
67661,KS,1510,53706.62
67663,KS,1170,52193.16
67664,KS,130,46661.54
67665,KS,2220,52407.21
67669,KS,810,48350.62
67671,KS,790,55674.68
67672,KS,1120,53490.18
67701,KS,3010,60207.97
67730,KS,810,61941.98
67731,KS,260,50700.0
67732,KS,240,58562.5
67735,KS,2400,52092.08
67737,KS,240,57020.83
67738,KS,230,52786.96
67739,KS,100,42760.0
67740,KS,870,61452.87
67741,KS,100,42900.0
67744,KS,100,51800.0
67745,KS,140,59171.43
67748,KS,1210,59417.36
67749,KS,1030,47130.1
67752,KS,620,54162.9
67753,KS,210,54609.52
67756,KS,880,50237.5
67757,KS,220,53400.0
67758,KS,510,54600.0
67761,KS,110,49190.91
67762,KS,120,58408.33
67764,KS,150,57573.33
67801,KS,13470,49274.98
67831,KS,440,53693.18
67834,KS,370,64491.89
67835,KS,1320,65893.94
67837,KS,350,72600.0
67838,KS,430,46406.98
67839,KS,640,54590.62
67841,KS,160,49718.75
67842,KS,180,60288.89
67844,KS,380,63002.63
67846,KS,16070,53675.36
67849,KS,180,47800.0
67850,KS,150,51900.0
67851,KS,1200,55165.0
67853,KS,360,66027.78
67854,KS,560,57535.71
67855,KS,830,75868.67
67859,KS,270,56137.04
67860,KS,1270,63284.25
67861,KS,930,57927.96
67863,KS,170,55358.82
67864,KS,900,55731.11
67865,KS,450,57222.22
67867,KS,740,66860.81
67869,KS,590,60644.07
67870,KS,680,62589.71
67871,KS,2250,73496.0
67876,KS,570,62454.39
67877,KS,970,70612.37
67878,KS,880,49184.09
67879,KS,570,57607.02
67880,KS,3050,57181.31
67882,KS,160,61725.0
67901,KS,8360,47243.66
67950,KS,910,58202.2
67951,KS,1920,63045.31
67952,KS,260,62103.85
67954,KS,270,48744.44
99999,KS,13310,83622.69
0,KY,1896720,61106.01
40003,KY,850,58996.47
40004,KY,14400,58116.81
40006,KY,2130,52244.13
40007,KY,100,45130.0
40008,KY,1880,50580.85
40009,KY,420,38280.95
40010,KY,310,114664.52
40011,KY,1060,55668.87
40012,KY,240,46595.83
40013,KY,2820,64452.84
40014,KY,9980,93820.64
40019,KY,1670,47024.55
40022,KY,490,99910.2
40023,KY,2740,110129.56
40026,KY,2710,138188.93
40031,KY,9660,74060.04
40033,KY,5350,49278.32
40037,KY,1310,49416.03
40040,KY,230,42630.43
40041,KY,280,164678.57
40045,KY,1310,50612.98
40046,KY,810,56659.26
40047,KY,10900,64136.06
